Top 10,,,,,,,,,
Spring 2011 Feeder Patterns Undergraduate Transfer,,,,,,,,,
Country,,,Students  % Total,,,,,,
United States,,,801,,,,96.9%,,
"Korea, Republic of",,,5,,,,0.6%,,
Mexico,,,4,,,,0.5%,,
Nepal,,,3,,,,0.4%,,
"China, People's Rep of",,,3,,,,0.4%,,
Bolivia,,,2,,,,0.2%,,
Other Foreign or US,,,2,,,,0.2%,,
Nicaragua,,,1,,,,0.1%,,
Malaysia,,,1,,,,0.1%,,
Macao,,,1,,,,0.0%,,
Texas County   Students  % Total,,,,,,,,,
Harris,,133,,,16.1%,,,,
Brazos,,103,,,12.5%,,,,
Bexar,,50,,,6.0%,,,,
Fort Bend,,46,,,5.6%,,,,
Collin,,39,,,4.7%,,,,
Montgomery,,38,,,4.6%,,,,
Tarrant,,30,,,3.6%,,,,
Dallas,,24,,,2.9%,,,,
Denton,,22,,,2.7%,,,,
Travis,,22,,,2.7%,,,,
State,Students  % Total,,,,,,,,
Texas,788,,,95.3%,,,,,
Oklahoma,2,,,0.2%,,,,,
Florida,2,,,0.2%,,,,,
California,2,,,0.2%,,,,,
Pennsylvania,1,,,0.1%,,,,,
Arizona,1,,,0.1%,,,,,
Ohio,1,,,0.1%,,,,,
New Jersey,1,,,0.1%,,,,,
Missouri,1,,,0.1%,,,,,
Michigan,1,,,0.1%,,,,,
