Spring 2006,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Other -                AGBU
Special                BIOT
Populations         ENSM FSTC GENE MARM MDSC MEPS MSEN NUTR PHLT PPHY REEP TOXI WMHS",,"8
4
2
6
18
4
10
5
8
4","11
6
1
5
15
1
2
7
1
6
4
5
6",1,"1
1
1","1
1
2
2
2
3","2
1
3
1
1
1","2
1
3
1","2
1",,,"5
3
13
8
1
3
10
3
5
1
21
9
1","6
2
1
12
7
2
10
19
4
2
27
6
2","1
1",1,"14
9
3
22
29
1
3
16
3
19
9
1
21
18
5","19
11
3
20
26
2
4
17
20
10
7
27
12
8","33
20
6
42
55
3
7
33
23
29
16
1
48
30
13",
,Subtotal,69,70,1,3,11,9,7,3,,,83,100,2,1,173,186,359,
Grand Total,,"15,383","15,776",654,524,"2,106","2,159",645,785,89,108,898,"2,251",84,129,"19,859","21,732",41591,
"Prepared by OISP, 21 Apr 06",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
