Spring 2006,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG",,"238
233
170
157
132
87
97
101
179
252
167
118
237
605
255
344
228
117
120
352
85
192
434
598
59
80
39
101
211
130
8
22","22.1%
4.0%
33.9%
6.8%
21.1%
-15.5%
-2.0%
-35.7%
34.6%
-7.4%
-16.9%
-24.8%
13.4%
1.0%
12.8%
-10.2%
-8.4%
-15.8%
-9.1%
12.1%
25.0%
2.1%
21.6%
0.7%
31.1%
-4.8%
105.3%
-6.5%
19.2%
22.6%
33.3%
-24.1%","60
40
26
25
56
1
106
136
130
2
12
25
69
170
37
13
125
0","9.1%
29.0%
30.0%
8.7%
3.7%
-66.7%
-20.3%
-9.3%
-7.1%
-66.7%
33.3%
78.6%
-1.4%
-7.6%
-2.6%
-40.9%
16.8%
-100.0%","38
30
21
15
69
13
129
111
153
13
1
64
6
129
33
24
45","-13.6%
3.4%
31.3%
50.0%
-9.2%
-45.8%
-5.1%
6.7%
-2.5%
62.5%
100.0%
16.4%
-50.0%
-0.8%
3.1%
41.2%
36.4%",,,"238
331
170
227
132
134
97
141
179
377
14
402
118
237
852
255
627
13
2
228
117
13
120
377
85
325
6
434
897
59
150
39
138
381
130
8
22
0","22.1%
2.5%
33.9%
9.7%
21.1%
-3.6%
-2.0%
-25.8%
34.6%
-6.2%
-48.1%
-14.5%
-24.8%
13.4%
-0.1%
12.8%
-7.8%
62.5%
-66.7%
-8.4%
-15.8%
44.4%
-9.1%
14.9%
25.0%
3.8%
-50.0%
21.6%
-1.2%
31.1%
-2.6%
105.3%
-6.1%
20.2%
22.6%
33.3%
-24.1%
-100.0%",
,Subtotal,"6,148",3.2%,"1,033",-2.5%,894,1.2%,,,"8,075",2.2%,
"Prepared by OISP, 21 Apr 06",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
