Summer 2007,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Agriculture        AGBL
AGBU AGCJ AGEC AGED AGEN AGLS AGRO AGSC AGSM ALED ANBR ANSC BAEN BESC BICH BSEN DASC ENST ENTO FISC FLOR FORS FSTC GENE HORT NRDV NUSC NUTR PLBR PLPA PLSC POSC PPRO PREP PSSC RENR RLEM RPTS SOSC SPSA WFSC WISC",,"25
48
46
140
56
33
133
50
27
47
294
2
264
14
56
78
2
1
2
45
0
1
8
23
27
57
2
189
1
9
8
0
48
11
0
7
63
134
7
11
151
8","19.0%
29.7%
-6.1%
-8.5%
0.0%
6.5%
3.1%
6.4%
-32.5%
-29.9%
-8.7%
0.0%
-8.3%
7.7%
-18.8%
2.6%
0.0%
-75.0%
0.0%
-21.1%
-100.0%
-83.3%
-11.1%
43.8%
-43.8%
-16.2%
-50.0%
6.8%
100.0%
12.5%
-11.1%
-100.0%
-25.0%
22.2%
-100.0%
-22.2%
0.0%
0.0%
-22.2%
83.3%
-25.2%
60.0%","1
0
4
8
38
1
1
3
40
4
0
6
9
0
4
2
0
6
2
2
1
6
4","100.0%
-100.0%
33.3%
100.0%
-5.0%
100.0%
100.0%
0.0%
42.9%
-20.0%
-100.0%
0.0%
350.0%
-100.0%
100.0%
-33.3%
-100.0%
20.0%
0.0%
100.0%
0.0%
0.0%
0.0%","2
5
10
4
5
18
2
2
7
28
26
16
12
1
1
12
1
0
5
4
3
35
1
2
6
0
1
7
12
3
21
1","0.0%
25.0%
-33.3%
300.0%
150.0%
-37.9%
0.0%
100.0%
75.0%
-9.7%
-16.1%
-5.9%
-20.0%
100.0%
100.0%
0.0%
0.0%
-100.0%
-28.6%
-33.3%
-57.1%
45.8%
0.0%
0.0%
0.0%
-100.0%
0.0%
-12.5%
0.0%
200.0%
-4.5%
100.0%","2
0
0
10
2
4
8
2
1
6
11
3
3
2
0
13
0
1
1
1
0","100.0%
-100.0%
-100.0%
42.9%
100.0%
100.0%
14.3%
-50.0%
100.0%
0.0%
-21.4%
50.0%
100.0%
-50.0%
-100.0%
30.0%
-100.0%
100.0%
0.0%
0.0%
-100.0%","1
0
1
1
2
0
0
2
2
0
1
1
1
1
3
4","0.0%
-100.0%
100.0%
100.0%
100.0%
-100.0%
-100.0%
-60.0%
-50.0%
-100.0%
0.0%
100.0%
100.0%
0.0%
50.0%
0.0%","0
5
35
3
0
3
3
0
3
6
22
47
0
0
10
1
6
5
0
16
0
7
9
9
4
6
15
6
11","-100.0%
100.0%
-5.4%
100.0%
-100.0%
200.0%
50.0%
-100.0%
-40.0%
0.0%
46.7%
-6.0%
-100.0%
-100.0%
-23.1%
100.0%
0.0%
-28.6%
-100.0%
14.3%
-100.0%
-30.0%
-10.0%
-30.8%
0.0%
-25.0%
7.1%
200.0%
22.2%","1
0
1
1
1
2
12
1
0
0
1
1
1
1
1
1
0","0.0%
-100.0%
0.0%
-50.0%
0.0%
0.0%
0.0%
100.0%
-100.0%
-100.0%
0.0%
0.0%
100.0%
0.0%
-50.0%
-50.0%
-100.0%","26
56
51
193
72
40
203
58
30
61
376
2
305
37
86
169
3
1
3
76
0
3
16
36
33
77
2
245
1
20
19
0
67
0
17
0
8
77
172
14
14
192
9","18.2%
40.0%
-7.3%
-7.7%
16.1%
8.1%
-1.9%
9.4%
-26.8%
-19.7%
-6.0%
0.0%
-10.0%
23.3%
-15.7%
0.0%
-25.0%
-80.0%
50.0%
-12.6%
-100.0%
-57.1%
-20.0%
20.0%
-50.0%
-15.4%
-71.4%
12.9%
100.0%
-9.1%
-9.5%
-100.0%
-21.2%
-100.0%
13.3%
-100.0%
-11.1%
-3.8%
0.6%
16.7%
100.0%
-21.6%
50.0%",
,Subtotal,"2,128",-8.0%,142,18.3%,253,-4.5%,70,11.1%,20,-16.7%,232,-3.7%,25,-16.7%,"2,870",-6.1%,
"Prepared by OISP, 09 Aug 07",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
