Summer 2007,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPMT SPSY TECR",,"78
163
142
129
123
421
278
214
166
4","27.9%
-27.2%
-29.4%
2.4%
-24.1%
-18.1%
4.5%
-7.4%
52.3%
-20.0%","4
36
194
10
29
46
16
48
3
3
1","100.0%
-2.7%
6.0%
-16.7%
-38.3%
-45.9%
100.0%
20.0%
50.0%
100.0%
100.0%","30
159
114
65
42
11
30
2
37","3.4%
-3.0%
-5.8%
-16.7%
0.0%
-35.3%
3.4%
0.0%
37.0%",,,"34
195
308
78
163
142
129
10
94
88
27
123
421
278
292
5
166
40
5","17.2%
-3.0%
1.3%
27.9%
-27.2%
-29.4%
2.4%
-16.7%
-24.8%
-30.7%
8.0%
-24.1%
-18.1%
4.5%
-2.7%
25.0%
52.3%
48.1%
0.0%",
,Subtotal,"1,718",-9.5%,390,-5.8%,490,-3.7%,,,"2,598",-7.9%,
"Prepared by OISP, 09 Aug 07",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
