Top 10,,,,,,,,
Summer 2007 Feeder Patterns New Graduate,,,,,,,,
Country,,,Students  % Total,,,,,
United States,,,328,,,91.6%,,
"China, People's Rep of",,,9,,,2.5%,,
India,,,4,,,1.1%,,
"Korea, Republic of",,,3,,,0.8%,,
Iran,,,3,,,0.8%,,
Turkey,,,3,,,0.8%,,
Saudi Arabia,,,1,,,0.3%,,
Egypt (A.R.E.),,,1,,,0.3%,,
Ecuador,,,1,,,0.3%,,
Colombia,,,1,,,0.3%,,
State,Students  % Total,,,,,,,
Texas,310,,,86.6%,,,,
Massachusetts,2,,,0.6%,,,,
Louisiana,2,,,0.6%,,,,
Missouri,2,,,0.6%,,,,
New York,2,,,0.6%,,,,
Tennessee,2,,,0.6%,,,,
New Mexico,1,,,0.3%,,,,
Minnesota,1,,,0.3%,,,,
Iowa,1,,,0.3%,,,,
Illinois,1,,,0.3%,,,,
Texas County   Students  % Total,,,,,,,,
Harris,,69,,,19.3%,,,
Brazos,,49,,,13.7%,,,
Tarrant,,22,,,6.1%,,,
Dallas,,15,,,4.2%,,,
Fort Bend,,15,,,4.2%,,,
Bexar,,13,,,3.6%,,,
Collin,,11,,,3.1%,,,
Travis,,11,,,3.1%,,,
Montgomery,,7,,,2.0%,,,
Williamson,,6,,,1.7%,,,
