Summer 2012,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Profession al Veterinary,Total,,
"Other - Special                       GACD
Populations                             MDSC MEEN OCRE PHLT REEP
Subtotal
University                                Total",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,30,61,165,282,6,544,5,96,101,74,74,3,3,722,
"Prepared by DARS, 22 Aug 12",,,,,,,,,,,,,,,
