American Indian Only (NEW),,,,,,,,,,,,,,,,
Summer 2012,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Profession al Veterinary,Total,,
Agriculture,ADEV,,,,,,,,,,,,,,,
,AGBL,,,,,,,,,,,,,,,
,AGBU,,,,,,,,,,,,,,,
,AGCJ,,,1,1,,2,,,,,,,,2,
,AGEC,,,,,,,,,,,,,,,
,AGLS,,,,,,,,,,,,,,,
,AGRO,,,,,,,,,,,,,,,
,AGSC,,,,,,,,,,,,,,,
,AGSM,,,,,,,,,,,,,,,
,ALEC,,,,,,,,,,,,,,,
,ALED,,,3,1,,4,,,,,,,,4,
,ANBR,,,,,,,,,,,,,,,
,ANSC,,,2,1,,3,,,,,,,,3,
,BAEN,,,,1,,1,,,,,,,,1,
,BESC,,,,,,,,,,,,,,,
,BICH,,,,,,,,,,1,1,,,1,
,CDEV,,,,,,,,,,,,,,,
,DASC,,,,,,,,,,,,,,,
,ECOR,,,,,,,,,,,,,,,
,ENST,,,,,,,,,,,,,,,
,ENTO,,,,,,,,,,,,,,,
,FISC,,,,,,,,,,,,,,,
,FIVL,,,,,,,,,,,,,,,
,FIVS,,,,,,,,,,,,,,,
,FORS,,,,,,,,,,,,,,,
,FSTC,,,,,,,,,,,,,,,
,GENE,,,,,,,,,,,,,,,
,HORT,,,,,,,,,,,,,,,
,MEPS,,,,,,,,,,,,,,,
,NRDV,,,,,,,,,,,,,,,
,NUSC,,,,,,,,,,,,,,,
,NUTR,,,,,,,,,,,,,,,
,PLBR,,,,,,,,,,,,,,,
,PLPA,,,,,,,,,,,,,,,
,POSC,,,,,,,,,,,,,,,
,PREP,,,,,,,,,,,,,,,
