Top 10,,,,,,,,,
Summer 2012  Feeder Patterns Texas A&M University Campus,,,,,,,,,
Country,,,Students   % Total,,,,,,
United States,,,14919,,,,86.4%,,
"China, People's Rep of",,,690,,,,4.0%,,
India,,,471,,,,2.7%,,
"Korea, Republic of",,,224,,,,1.3%,,
Iran,,,104,,,,0.6%,,
Taiwan,,,102,,,,0.6%,,
Turkey,,,70,,,,0.4%,,
Mexico,,,55,,,,0.3%,,
Colombia,,,40,,,,0.2%,,
Saudi Arabia,,,32,,,,,,
Texas County     Students   % Total,,,,,,,,,
Harris,,2651,,,15.4%,,,,
Brazos,,1091,,,6.3%,,,,
Bexar,,773,,,4.5%,,,,
Tarrant,,722,,,4.2%,,,,
Dallas,,711,,,4.1%,,,,
Fort Bend,,681,,,3.9%,,,,
Travis,,501,,,2.9%,,,,
Montgomery,,467,,,2.7%,,,,
Collin,,462,,,2.7%,,,,
Williamson,,367,,,2.1%,,,,
State,Students   % Total,,,,,,,,
Texas,13691,,,79.3%,,,,,
California,160,,,0.9%,,,,,
Louisiana,67,,,0.4%,,,,,
Florida,59,,,0.3%,,,,,
Illinois,54,,,0.3%,,,,,
Pennsylvania,52,,,0.3%,,,,,
New York,49,,,0.3%,,,,,
Virginia,43,,,0.2%,,,,,
Missouri,38,,,0.2%,,,,,
Georgia,37,,,0.2%,,,,,
Page 149,,,,,,,,,
