Summer 2012,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Profession al Veterinary,Total,,
"Other - Special                       GACD
Populations                             MDSC MEEN OCRE PHLT REEP
Subtotal
University                                Total",,2,,,,2,,,,,,,,2,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,5,,5,,,,,5,
,,,,,,,,,,,,,,,
,,2,,,,2,5,,5,,,,,7,
,439,823,"2,434","4,309",48,"8,053",93,"1,364","1,457",910,910,133,133,"10,553",
"Prepared by DARS, 22 Aug 12",,,,,,,,,,,,,,,
