Headcount by Major by Level,,,,,,,,,,,,
Fall 2002,,,,,,,,,,,,
Fall 2002,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Other -              BIOT
Special              ENSM
Populations       MDSC
PHLT REEP",,23,4.5%,"6
1
8
23
16","-45.5%
0.0%
-46.7%
-25.8%
6.7%",0,-100.0%,,,"6
1
8
23
39","-45.5%
0.0%
-50.0%
-25.8%
5.4%",
,Subtotal,23,4.5%,54,-26.0%,0,-100.0%,,,77,-19.8%,
Total,,36775,0.5%,4822,4.4%,2993,3.2%,493,-0.8%,45083,1.0%,
"Prepared by OISP, 25 Nov 02",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
