Headcount by Major by Ethnic Origin by Gender,,,,,,,,,,,,,,,,,,,
Fall 2002,,,,,,,,,,,,,,,,,,,
Fall 2002,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Engineering        AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN SENG",,"39
43
42
57
11
11
4
8
47
77
45
32
40
111
22
35
25
12
1
34
69
15
56
3
54
74
5
19
6
8
23
14
35
7
12
1","163
178
45
70
142
127
118
155
94
183
4
266
176
203
423
197
295
1
271
100
3
94
302
1
35
80
6
320
517
36
65
29
52
95
63
97
3
9
2","2
4
10
3
4
3
1
2
6
5
5
4
2
12
1
12
3
1
1
4
1
10
3
4
1
2
2
10","2
1
2
2
8
2
7
4
3
3
2
5
1
11
8
8
1
16
1
2
8
4
5
4
1
2
2
1
10","4
12
12
7
4
2
3
13
8
6
3
6
17
4
5
13
2
3
8
5
10
2
6
1
2
5
2
27
4","17
19
14
5
10
12
17
14
11
17
22
21
17
57
37
28
45
17
6
29
8
21
30
43
3
10
1
9
12
8
52
1","4
8
6
4
8
2
6
2
13
8
3
3
2
4
8
3
3
3
8
1
7
1
2
1
5
2","7
4
11
10
14
16
16
25
5
12
1
33
5
4
14
14
47
1
24
7
1
4
11
10
10
19
1
3
2
3
5
2
13
2",1,"1
1
1
2
1
1
2
1
1
1
5
3
1
3
1
1
1
2","7
17
2
7
1
6
5
26
2
61
3
26
5
34
2
1
3
2
3
28
1
10
9
2
26
2","4
72
1
35
8
17
14
19
2
88
30
155
13
5
154
20
244
2
7
3
2
2
3
1
10
225
8
8
279
26
29
123
2
1
1","1
1
1
2
2
4
1
5
2
2
2
6
1
2","1
7
1
1
3
2
3
7
1
9
3
6
2
3
3
3
5
8
2
4
1
2
2
2
1","45
71
73
91
25
33
11
22
75
133
2
126
41
49
166
37
96
1
57
18
5
38
88
27
118
7
61
97
8
31
6
15
58
18
77
7
18
1","195
281
74
124
183
177
174
218
117
306
35
486
221
232
669
280
629
4
1
370
134
6
108
356
2
53
344
14
381
871
43
111
34
95
237
80
175
6
9
4","240
352
147
215
208
210
185
240
192
439
37
612
262
281
835
317
725
5
1
427
152
11
146
444
2
80
462
21
442
968
51
142
40
110
295
98
252
13
27
5",
,Subtotal,1097,5020,118,126,196,613,117,356,1,29,291,1613,32,82,1852,7839,9691,
G. Bush,BUSH,37,26,,2,4,2,1,,,1,1,1,1,1,43,33,76,
School of,INTA,11,17,,2,3,,,,,,1,4,1,1,17,24,41,
Govt,Subtotal,48,43,,4,7,2,1,,,1,2,5,2,2,60,57,117,
"Prepared by OISP, 25 Nov 02",,,,,,,,,,,,,,,,,,,
