Headcount by Department by Classification by Ethnicity,,,,,,,,,,,,,,,
Fall 2002,,,,,,,,,,,,,,,
Ethnicity American Indian,,,,,,,,,,,,,,,
"Fall 2002
Engineering              AERO BMEN CHEN CLEN CPSC CVEN ELEN ETID INEN MEEN NUEN PETE
Subtotal
G. Bush School        BUSH of Govt                     Subtotal
Geosciences             ATMO CLGE GEOG GEPL OCNG
Subtotal
Liberal Arts              ANTH CLLA ECON ENGL HIST JOUR MODL PHUM POLS PRFM PSYC SCOM SOCI
Subtotal
Science                    BIOL CHEM MATH PHYS STAT
Subtotal",Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,"Freshman
1
1
1
3
1
1
1
2
1
1
1
6
3
3","Sophomore
1
1
3
2
1
1
9
1
1
1
3
2
2
1
11
2
2","Junior
1
1
1
1
2
6
1
1
1
2
3
3
11
1
1","Senior
1
1
7
1
10
1
2
1
2
5
11","PB
1
1","Total
1
2
1
5
5
8
1
3
1
2
29
1
1
2
1
2
3
6
2
5
1
10
6
1
39
5
1
6",PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
,,,,,,,1,1,1,1,1,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,8,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,,,1,1,,,30,
,,,,,,,,,,,,,,1,
,,,,,,,,1,1,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,1,2,,,,,2,
,,,,,,,1,1,2,,,,,3,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,3,
,,,,,,,,1,1,,,,,7,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,1,
,,,,,,,,1,1,,,,,11,
,,,,,,,,,,1,1,,,7,
,,,,,,,,,,,,,,1,
,,,,,,,,2,2,1,1,,,42,
,,,,,,,,,,1,1,,,6,
,,,,,,,,,,1,1,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,2,2,,,8,
"Prepared by OISP, 25 Nov 02",,,,,,,,,,,,,,,
