Headcount by Major by Level by Entry Status,,,,,,,,,,,,,,,,,,
Fall 2002,,,,,,,,,,,,,,,,,,
Fall 2002,,Undergraduate,,,,,Masters,,,,,PhD,,,Professional,,Total,
,,1st Time in College,1st Time PB,1st Time Transfer,Readmit ted,Contin uing,1st Time PB,1st Time Graduate,1st Time Transfer,Readmit ted,Contin uing,1st Time Graduate,Readmit ted,Contin uing,1st Time Professional,Contin uing,,
"Engineering       AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN SENG",,"159
101
107
67
1
100
101
158
143
1
1
16
19
22
1
237
33
10
65
136
6","1
1
2
1
1
1
1","14
5
7
11
30
4
25
6
2
14
27
6
46
9
1
22
19
18
2
50
2
7
8
2
5","1
1
3
3
2
1
5
2
1
11
4
3
2
11
3
3
1
4
3
1
2
2
2
1
1","66
252
39
142
90
187
85
218
64
311
335
145
94
562
124
414
423
103
105
428
38
212
150
602
15
87
21
68
136
26
116
6
27","2
1
7
6
1
2
2","15
17
10
6
23
55
62
61
2
3
13
66
84
10
5
41",,"1
2
1","35
34
8
5
25
12
109
97
76
1
1
8
2
130
1
173
14
9
80
5","9
1
1
8
3
13
13
22
6
23
1
4
3","2
1","36
22
1
2
64
22
86
77
133
2
44
19
80
27
14
31",,,"240
352
147
215
208
210
185
240
192
439
37
612
262
281
835
317
725
5
1
427
152
11
146
444
2
80
462
21
442
968
51
142
40
110
295
98
252
13
27
5",
,Subtotal,1484,8,342,73,5691,21,473,,4,825,107,3,660,,,9691,
"G. Bush             BUSH
School of           INTA",,,,,,,"9
21","32
20",,,35,,,,,,"76
41",
Govt,Subtotal,,,,,,30,52,,,35,,,,,,117,
"Prepared by OISP, 25 Nov 02",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
