Summer 2005,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Other -              AGBU
Special              BIOT
Populations       FSTC
GENE MDSC MEPS MSEN NUTR PHLT PPHY REEP TOXI",,,,"19
15
3
7
6
6
8
13
7
1
5","100.0%
-21.1%
100.0%
100.0%
100.0%
100.0%
100.0%
100.0%
-12.5%
100.0%
100.0%","6
27
15
10
14
2
21","100.0%
100.0%
100.0%
66.7%
100.0%
100.0%
100.0%",,,"19
15
9
34
6
21
18
27
7
2
1
26","100.0%
-21.1%
100.0%
100.0%
100.0%
100.0%
80.0%
100.0%
-12.5%
100.0%
100.0%
100.0%",
,Subtotal,,,90,164.7%,95,1483.3%,,,185,362.5%,
Total,,"12,843",-6.2%,"2,659",-7.5%,"2,464",4.3%,142,-5.3%,"18,108",-5.1%,
"Prepared by OISP, 16 Aug 05",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
