Top 10,,,,,,,,
Summer 2005 Feeder Patterns New Graduate,,,,,,,,
Country,,,Students  % Total,,,,,
United States,,,273,,,88.9%,,
"China, People's Rep of",,,11,,,3.6%,,
India,,,10,,,3.3%,,
"Korea, Republic of",,,2,,,0.7%,,
Serbia,,,2,,,0.7%,,
Uganda,,,1,,,0.3%,,
Thailand,,,1,,,0.3%,,
Philippines,,,1,,,0.3%,,
Pakistan,,,1,,,0.3%,,
Other Foreign or US,,,1,,,0.3%,,
Texas County   Students  % Total,,,,,,,,
Harris,,52,,,16.9%,,,
Brazos,,31,,,10.1%,,,
Tarrant,,11,,,3.6%,,,
Bexar,,10,,,3.3%,,,
McLennan,,10,,,3.3%,,,
Dallas,,9,,,2.9%,,,
Travis,,9,,,2.9%,,,
Montgomery,,8,,,2.6%,,,
Bell,,7,,,2.3%,,,
Fort Bend,,7,,,2.3%,,,
State,Students  % Total,,,,,,,
Texas,258,,,84.0%,,,,
Washington,2,,,0.7%,,,,
New Mexico,1,,,0.3%,,,,
Mississippi,1,,,0.3%,,,,
Kentucky,1,,,0.3%,,,,
Kansas,1,,,0.3%,,,,
Indiana,1,,,0.3%,,,,
Illinois,1,,,0.3%,,,,
Georgia,1,,,0.3%,,,,
Connecticut,1,,,0.3%,,,,
