Summer 2005,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPMT SPSY TECR",,"82
193
242
74
98
550
221
276
55
9","12.3%
-23.4%
-21.2%
100.0%
-22.8%
-5.8%
62.5%
-8.3%
100.0%
80.0%","3
59
169
19
32
69
12
48
2
5","-40.0%
-15.7%
0.6%
-13.6%
-13.5%
-18.8%
9.1%
17.1%
0.0%
-16.7%","31
164
120
80
39
17
21
1
31","-6.1%
-5.2%
7.1%
-14.0%
-15.2%
13.3%
16.7%
-75.0%
0.0%",,,"34
223
289
82
193
242
74
19
112
108
29
98
550
221
345
3
55
36
9","-10.5%
-8.2%
3.2%
12.3%
-23.4%
-21.2%
100.0%
-13.6%
-13.8%
-17.6%
11.5%
-22.8%
-5.8%
62.5%
-4.2%
-50.0%
100.0%
-2.7%
80.0%",
,Subtotal,"1,800",0.8%,418,-6.5%,504,-4.0%,,,"2,722",-1.3%,
"Prepared by OISP, 16 Aug 05",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
