Headcount by Department by Classification by Ethnicity,,,,,,,,,,,,,,,
Summer 2003,,,,,,,,,,,,,,,
Ethnicity American Indian,,,,,,,,,,,,,,,
"Summer 2003
Engineering             AERO BMEN CHEN CLEN CPSC CVEN ELEN ETID INEN MEEN NUEN PETE
Subtotal
G. Bush School       BUSH of Govt                    Subtotal
Geosciences            ATMO CLGE GEOG GEPL OCNG
Subtotal
Liberal Arts             ANTH CLLA COMM ECON ENGL HIST JOUR MODL PHUM POLS PRFM PSYC SOCI
Subtotal
Science                    BIOL CHEM MATH PHYS STAT
Subtotal",Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,"Freshman
1
1","Sophomore
1
1","Junior
1
1
1
1
4
1
1
1
1
2
6
1
1","Senior
1
1
1
1
1
2
2
7","PB
1
1","Total
1
1
1
2
1
6
1
2
3
3
1
2
3
15
1
1",PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
,,,,,,,1,1,1,1,1,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,1,
,,,,,,,,,,1,1,,,7,
,,,,,,,,,,,,,,1,
,,,,,,,1,,1,,,,,1,
,,,,,,,,,,1,1,,,1,
,,,,,,,,,,1,1,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,1,1,,,3,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,,1,,,,,4,
,,,,,,,,1,1,1,1,,,17,
,,,,,,,,,,1,1,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,1,1,,,2,
"Prepared by OISP, 04 Aug 03",,,,,,,,,,,,,,,
