Top 10,,,,,,,,
Summer 2003 Feeder Patterns New Graduate,,,,,,,,
Country,,,Students  % Total,,,,,
United States,,,280,,,85.4%,,
India,,,11,,,3.4%,,
"Korea, Republic of",,,8,,,2.4%,,
"China, People's Rep of",,,7,,,2.1%,,
Iran,,,4,,,1.2%,,
Mexico,,,3,,,0.9%,,
Colombia,,,2,,,0.6%,,
Indonesia,,,2,,,0.6%,,
Guatemala,,,1,,,0.3%,,
Canada,,,1,,,0.3%,,
State,Students  % Total,,,,,,,
Texas,249,,,75.9%,,,,
California,8,,,2.4%,,,,
Florida,4,,,1.2%,,,,
New Mexico,3,,,0.9%,,,,
Michigan,3,,,0.9%,,,,
Louisiana,2,,,0.6%,,,,
Mississippi,2,,,0.6%,,,,
Virginia,2,,,0.6%,,,,
Pennsylvania,1,,,0.3%,,,,
Oklahoma,1,,,0.3%,,,,
Texas County   Students  % Total,,,,,,,,
Brazos,,38,,,11.6%,,,
Harris,,38,,,11.6%,,,
Dallas,,24,,,7.3%,,,
Bexar,,16,,,4.9%,,,
Tarrant,,11,,,3.4%,,,
Collin,,9,,,2.7%,,,
Fort Bend,,9,,,2.7%,,,
Travis,,8,,,2.4%,,,
Montgomery,,6,,,1.8%,,,
Denton,,5,,,1.5%,,,
