Headcount by Major by Level,,,,,,,,,,,,
Spring 2002,,,,,,,,,,,,
Spring 2002,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Other - Special        BIOT
Populations             EDTC ENSM INEN MDSC PETE PHLT REEP",,27,28.6%,"12
0
1
0
6
1
28
4","100.0%
-100.0%
0.0%
-100.0%
100.0%
100.0%
100.0%
0.0%",,,,,"12
0
1
0
6
1
28
31","100.0%
-100.0%
0.0%
-100.0%
100.0%
100.0%
100.0%
24.0%",
,Subtotal,27,28.6%,52,642.9%,,,,,79,182.1%,
Total,,34185,1.3%,4287,8.7%,2912,0.8%,490,-2.2%,41874,1.9%,
"Prepared by OISP, 19 Mar 02",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
