Top 10,,,,,,,,,
Spring 2002  Feeder Patterns Undergraduate Transfer,,,,,,,,,
Texas County   Students  % Total,,,,,,,,,
Brazos,,131,,,17.1%,,,,
Harris,,131,,,17.1%,,,,
Dallas,,34,,,4.4%,,,,
Tarrant,,32,,,4.2%,,,,
Montgomery,,29,,,3.8%,,,,
Bexar,,22,,,2.9%,,,,
Brazoria,,18,,,2.3%,,,,
Fort Bend,,18,,,2.3%,,,,
Williamson,,16,,,2.1%,,,,
Collin,,14,,,1.8%,,,,
State,Students  % Total,,,,,,,,
Texas,729,,,95.2%,,,,,
Montana,3,,,0.4%,,,,,
New Mexico,3,,,0.4%,,,,,
New York,2,,,0.3%,,,,,
Colorado,2,,,0.3%,,,,,
Maryland,1,,,0.1%,,,,,
Pennsylvania,1,,,0.1%,,,,,
Puerto Rico,1,,,0.1%,,,,,
District of Co,1,,,0.1%,,,,,
Kansas,1,,,0.1%,,,,,
Country,,,Students  % Total,,,,,,
United States,,,748,,,,97.7%,,
Indonesia,,,3,,,,0.4%,,
Honduras,,,3,,,,0.4%,,
Guatemala,,,3,,,,0.4%,,
"Korea, Republic of",,,2,,,,0.3%,,
Hong Kong,,,2,,,,0.3%,,
India,,,2,,,,0.3%,,
Ethiopia,,,1,,,,0.1%,,
Pakistan,,,1,,,,0.1%,,
Ecuador,,,1,,,,0.0%,,
