Top 10,,,,,,,,,
Spring 2002  Feeder Patterns Main Campus,,,,,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,6670,,,15.9%,,,,
Brazos,,2578,,,6.2%,,,,
Dallas,,2334,,,5.6%,,,,
Tarrant,,2124,,,5.1%,,,,
Bexar,,2013,,,4.8%,,,,
Fort Bend,,1139,,,2.7%,,,,
Montgomery,,1099,,,2.6%,,,,
Collin,,1005,,,2.4%,,,,
Travis,,985,,,2.4%,,,,
Denton,,685,,,1.6%,,,,
State,Students  % Total,,,,,,,,
Texas,36238,,,86.5%,,,,,
Louisiana,346,,,0.8%,,,,,
California,203,,,0.5%,,,,,
New Mexico,107,,,0.3%,,,,,
Oklahoma,100,,,0.2%,,,,,
Arkansas,93,,,0.2%,,,,,
Illinois,87,,,0.2%,,,,,
Florida,87,,,0.2%,,,,,
New York,77,,,0.2%,,,,,
Colorado,74,,,0.2%,,,,,
Country,,,Students  % Total,,,,,,
United States,,,38544,,,,92.0%,,
India,,,673,,,,1.6%,,
"Korea, Republic of",,,596,,,,1.4%,,
"China, People's Rep of",,,588,,,,1.4%,,
Mexico,,,144,,,,0.3%,,
Indonesia,,,88,,,,0.2%,,
Taiwan,,,88,,,,0.2%,,
Turkey,,,82,,,,0.2%,,
Thailand,,,56,,,,0.1%,,
Venezuela,,,55,,,,0.1%,,
