Spring 2000,,White,,Black,,Hispanic,,Asian,,Am. Indian,,International,,Unknown/Other,,Total,,Total,
,,M,F,M,F,M,F,M,F,M,F,M,F,M,F,M,F,,
"Engineering            AERL AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE LCEM MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN
SENG",,"107
147
48
70
152
156
101
85
122
210
6
245
240
134
406
179
267
3
2
261
126
2
155
288
8
35
88
12
1
306
539
24
46
11
37
104
42
28
1
4
6","19
46
48
44
20
18
4
2
52
94
47
44
34
93
21
35
24
6
36
71
6
59
4
33
93
4
3
1
3
23
9
21
1
3
4","1
1
2
6
3
4
1
3
3
4
4
3
7
5
8
21
1
3
11
7
6
4
2
1
2","1
3
7
3
9
2
3
7
9
1
2
9
2
3
5
8
10
3
1
4
7
4
2
3
1
1
3
1","10
20
7
8
10
9
15
11
15
19
1
17
16
22
46
24
25
1
46
17
1
18
33
1
2
23
1
26
57
3
1
6
12
7
13
1","6
8
8
9
3
1
1
8
14
10
5
6
11
3
9
1
11
4
3
8
5
10
8
10
1
2
1
3
2
11
2","4
10
5
12
21
30
18
26
4
18
25
26
4
11
21
52
1
26
8
3
7
7
9
17
3
1
3
2
3
1","2
3
7
10
4
2
2
2
6
25
2
10
10
5
2
14
2
4
1
6
3
1
2","1
1
2
1
2
1
2
2
3
5
2
1
1
1
3
1
3","2
1
1
1
1
1","1
52
14
8
12
5
6
3
71
44
113
13
4
137
11
275
12
2
1
1
3
12
121
7
1
5
165
2
20
1
24
87
1","5
8
2
1
22
15
66
1
21
3
46
3
1
1
1
3
17
1
9
6
5
14
1","5
6
1
6
3
2
5
4
2
3
4
3
4
5
3
2
1
1
2
5
9
2","1
1
1
1
1
2
4
2
1
2
1
1
1
3
2
1
1
1
1","129
236
62
106
203
213
145
129
149
327
51
408
303
171
613
245
634
5
2
376
159
4
183
344
9
51
248
20
2
360
791
28
74
14
68
207
54
46
1
5
8","29
65
71
74
39
24
8
8
77
169
18
137
69
42
133
35
114
1
49
15
42
89
21
96
5
46
120
5
15
2
13
43
13
37
1
5
5","158
301
133
180
242
237
153
137
226
496
69
545
372
213
746
280
748
5
3
425
174
4
225
433
9
72
344
25
2
406
911
33
89
16
81
250
67
83
2
10
13",
,Sub-Total,4804,1025,113,114,544,184,378,125,32,7,1234,252,78,28,7183,1735,8918,
"Prepared by OISP, 10 Apr 00",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
