Spring 2000,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education                CPSY EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH IDTC INST KINE PHED SPSY
TECR",,"221
782
2
527
172
2
621
267
53",,"2
97
95
47
43
63
11
39
10
4",,"50
203
87
134
57
10
25
7
45",,,,"52
300
182
221
782
2
527
47
177
120
21
172
2
621
331
17
49
53",,
,SubTotal,2647,,411,,618,,,,3676,,
"Prepared by OISP, 10 Apr 00",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
