Fall 2006,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Agriculture         AGBL
AGBU AGCJ AGEC AGED AGEN AGLS AGRO AGSC AGSM ALED ANBR ANSC BAEN BESC BICH BSEN DASC ECEN ENST ENTO FISC FLOR FORS FSTC GENE HORT NRDV NUSC NUTR PLBR PLPA PLSC POSC PPRO PREP PSSC RENR RLEM RPTS SOSC SPSA WFSC WISC",,"43
30
60
90
47
11
71
16
59
12
223
2
446
5
63
89
4
1
2
55
1
8
4
24
66
75
3
357
2
6
51
1
8
5
38
149
2
3
161
7","79
37
12
249
47
88
119
105
35
126
415
2
279
16
61
80
5
7
1
6
47
1
28
20
38
53
2
42
7
2
1
91
6
2
13
124
151
11
19
260
7","1
1
4
9
1
13
9
2
8
8
1
1
3
2
1
2
2
7
1
4
2","2
5
21
4
45
4
3
2
1
1
2
3
2
1
1
5
1","1
1
4
4
2
2
23
3
5
3
28
52
1
16
14
1
1
18
1
1
8
15
1
44
1
6
1
1
1
7
16
3
29","3
2
1
16
5
5
30
2
2
7
37
21
16
18
1
14
1
2
9
7
8
1
2
10
1
10
14
1
25","1
1
4
1
3
6
4
18
2
1
7
1
20
1
1
1
1
1
2","1
2
1
11
1
1
9
2
5
21
2
1
3
1
5
1
2","2
1
1
1
2
3
2
1
1
1
3
3","1
2
3
1
3
4
1
1
3
5","4
17
2
2
1
1
1
8
32
1
5
1
3
6
2
8
2
3
3
3
4
3
4
27
3
12","2
2
38
3
3
1
2
4
8
18
4
25
1
1
8
4
1
3
9
1
1
6
8
8
2
5
8
4
5","1
1
1
1
1
2
1
2
1
2
1
4
1
1","1
1
2
1
1
3
2
1
2
2","44
38
66
114
55
15
110
22
66
15
271
2
519
16
93
162
7
1
4
84
1
10
10
40
94
88
5
434
6
10
64
1
12
1
7
50
204
6
6
210
8","85
41
13
309
61
99
183
113
38
141
513
2
318
34
90
149
6
8
1
7
72
1
35
23
58
71
3
58
1
16
12
1
109
1
10
2
13
142
183
15
20
298
7","129
79
79
423
116
114
293
135
104
156
784
4
837
50
183
311
13
9
1
11
156
2
10
45
63
152
159
8
492
1
22
22
1
173
2
22
3
20
192
387
21
26
508
15",
,Subtotal,"2,300","2,694",82,103,314,271,76,69,21,24,158,185,20,16,"2,971","3,362",6333,
"Prepared by OISP, 28 Nov 06",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
