Fall 2006,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPMT SPSY TECR",,"201
848
716
319
168
1,021
385
248
177
29","-13.4%
-6.1%
-1.2%
29.7%
28.2%
-10.8%
17.0%
-12.4%
86.3%
7.4%","8
77
202
16
72
78
15
71
2
4","33.3%
-12.5%
6.9%
-48.4%
20.0%
2.6%
36.4%
18.3%
100.0%
-63.6%","38
205
180
99
80
18
31
3
41","15.2%
-1.9%
9.1%
-7.5%
-12.1%
-18.2%
40.9%
-50.0%
17.1%",,,"46
282
382
201
848
716
319
16
171
158
33
168
1,021
385
350
5
177
45
29","17.9%
-5.1%
7.9%
-13.4%
-6.1%
-1.2%
29.7%
-48.4%
2.4%
-5.4%
0.0%
28.2%
-10.8%
17.0%
-4.1%
-28.6%
86.3%
-2.2%
7.4%",
,Subtotal,"4,112",-0.1%,545,2.3%,695,0.7%,,,"5,352",0.2%,
"Prepared by OISP, 28 Nov 06",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
