Top 10,,,,,,,,
Fall 2012  Feeder Patterns Undergraduate Transfer (College Station Campus),,,,,,,,
Texas County     Students   % Total,,,,,,,,
Harris,,339,,17.7%,,,,
Brazos,,199,,10.4%,,,,
Fort Bend,,96,,5.0%,,,,
Bexar,,95,,5.0%,,,,
Montgomery,,93,,4.8%,,,,
Collin,,93,,4.8%,,,,
Tarrant,,89,,4.6%,,,,
Dallas,,69,,3.6%,,,,
Williamson,,58,,3.0%,,,,
Travis,,46,,2.4%,,,,
State,Students   % Total,,,,,,,
Texas,1783,,92.9%,,,,,
California,14,,0.7%,,,,,
Washington,5,,0.3%,,,,,
Mississippi,3,,0.2%,,,,,
New York,3,,0.2%,,,,,
Florida,2,,0.1%,,,,,
Virginia,2,,0.1%,,,,,
Wyoming,2,,0.1%,,,,,
Illinois,2,,0.1%,,,,,
Missouri,2,,0.1%,,,,,
Country                       Students    % Total,,,,,,,,
United States,,,1828,,,95.3%,,
"China, People's Rep of",,,29,,,1.5%,,
"Korea, Republic of",,,7,,,0.4%,,
Mexico,,,6,,,0.3%,,
Saudi Arabia,,,5,,,0.3%,,
India,,,4,,,0.2%,,
Viet Nam Socialist Rep,,,4,,,0.2%,,
Colombia,,,3,,,0.2%,,
Brazil,,,3,,,0.2%,,
Bolivia,,,3,,,0.0%,,
Page 137,,,,,,,,
