Summer 2008,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGE ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN MSEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG USEN WMHS",,"67
96
42
58
30
39
17
29
79
129
63
39
24
224
75
137
1
63
69
32
133
31
114
53
216
22
32
13
79
41
60
10
8
1","19.6%
9.1%
10.5%
-3.3%
66.7%
-9.3%
-22.7%
-27.5%
-8.1%
20.6%
-7.4%
-11.4%
-35.1%
5.7%
2.7%
0.7%
100.0%
3.3%
53.3%
18.5%
-20.4%
-8.8%
6.5%
8.2%
5.9%
4.8%
3.2%
116.7%
31.7%
41.4%
11.1%
66.7%
100.0%
100.0%","44
26
16
42
36
60
112
120
4
11
91
166
13
29
22
111
2","4.8%
-13.3%
6.7%
100.0%
2.9%
-7.7%
16.7%
41.2%
100.0%
-15.4%
93.6%
13.7%
100.0%
16.0%
100.0%
-1.8%
100.0%","46
24
18
12
76
3
72
90
111
4
42
2
82
26
19
14
59
1","21.1%
14.3%
5.9%
20.0%
-1.3%
-50.0%
-15.3%
-4.3%
5.7%
-33.3%
16.7%
-50.0%
-7.9%
100.0%
-24.0%
-17.6%
31.1%
100.0%",,,"67
186
42
108
30
73
17
83
79
241
3
195
39
24
426
75
368
1
4
4
63
69
11
32
133
31
247
2
53
464
39
22
80
13
115
211
60
10
8
2
1
1","19.6%
10.7%
10.5%
-2.7%
66.7%
-2.7%
-22.7%
16.9%
-8.1%
10.0%
-50.0%
-10.6%
-11.4%
-35.1%
6.0%
2.7%
12.9%
100.0%
-33.3%
100.0%
3.3%
53.3%
-15.4%
18.5%
-20.4%
-8.8%
30.0%
-50.0%
8.2%
5.7%
100.0%
4.8%
-1.2%
116.7%
30.7%
12.8%
11.1%
66.7%
100.0%
100.0%
100.0%
100.0%",
,Subtotal,"2,126",4.6%,905,21.6%,701,3.9%,,,"3,732",8.1%,
"Prepared by OISP, 06 Aug 08",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
