Summer 2008,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Other -               AGBU
Special              BIOT
Populations       ENSM
FSTC GACD GENE MARM MDSC MEPS MSEN NUTR PHLT REEP TOXI WMHS",,"1
0
0
0
0
0
0
1
0
0
0
3
0
0","-85.7%
-100.0%
-100.0%
-100.0%
-100.0%
-100.0%
-100.0%
0.0%
-100.0%
-100.0%
-100.0%
-40.0%
-100.0%
-100.0%","0
0
0
2
0","-100.0%
-100.0%
-100.0%
100.0%
-100.0%","1
0
0
0
0
0
0
3
0","100.0%
-100.0%
-100.0%
-100.0%
-100.0%
-100.0%
-100.0%
200.0%
-100.0%","0
0
0
0
0
0
0","-100.0%
-100.0%
-100.0%
-100.0%
-100.0%
-100.0%
-100.0%",,,"0
0
0
2
0
5
0
0
0
2
0
0
0","-100.0%
-100.0%
-100.0%
-89.5%
-100.0%
-16.7%
-100.0%
-100.0%
-100.0%
100.0%
-100.0%
-100.0%
-100.0%","2
0
0","100.0%
-100.0%
-100.0%","2
0
0
2
0
0
0
8
0
0
0
10
0
0
0","-87.5%
-100.0%
-100.0%
-93.5%
-100.0%
-100.0%
-100.0%
0.0%
-100.0%
-100.0%
-100.0%
66.7%
-100.0%
-100.0%
-100.0%",
,Subtotal,5,-95.2%,2,-71.4%,4,-55.6%,0,-100.0%,,,9,-93.2%,2,0.0%,22,-91.7%,
Total,,"12,379",4.7%,826,29.7%,"2,048",18.9%,680,12.6%,93,10.7%,"2,454",8.6%,142,-26.8%,"18,622",7.5%,
"Prepared by OISP, 06 Aug 08",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
