Summer 2008,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Engineering         AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGE ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN MSEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG USEN WMHS",,"7
17
14
28
1
1
1
17
24
9
4
5
48
5
12
1
2
6
2
8
15
2
17
1
4
23
4
1
10
12
8
4
4
1","29
98
11
33
13
29
9
21
29
75
68
23
9
171
32
102
1
2
2
43
44
5
17
95
13
64
1
30
203
4
17
45
9
60
47
25
2
1","1
3
3
1
1
1
1
1
1
1
3
3
1
6
2
1
2
1","4
4
1
2
1
1
3
2
2
5
10
9
2
2
2
4
4
2
8
1
1
2
4","3
2
3
5
1
1
1
4
10
1
3
8
4
2
2
1
1
1
4
1
9
2
8
2
1
3
2
2
1
2","14
15
2
5
10
7
3
6
3
10
9
2
4
32
11
21
10
9
1
1
10
1
19
5
28
1
6
1
9
6
3
1
1","1
2
1
4
5
5
1
1
1
3
1
1
3
1
4
1
1
1","3
3
4
7
4
1
1
3
4
10
4
1
11
4
9
1
3
5
3
2
1
2
14
1
2
4
6
4
1
1",1,"1
1
1
2
1
1
2
2","7
1
6
5
9
37
17
32
2
33
1
2
25
1
32
8
4
1
1
26
4
1","1
37
2
19
1
24
1
42
6
75
3
76
3
1
116
3
171
1
1
1
1
2
102
3
133
23
1
15
25
105
13","1
4
1
2
1
1","4
1
1
4
1
1
5
1
3
3
1
1
1","12
29
22
43
4
7
3
12
31
77
28
4
9
91
14
50
1
5
8
3
10
20
8
57
1
10
73
12
11
3
15
42
15
6
6
2","55
157
20
65
26
66
14
71
48
164
3
167
35
15
335
61
318
1
4
3
58
61
8
22
113
23
190
1
43
391
27
22
69
10
100
169
45
4
2
1
1","67
186
42
108
30
73
17
83
79
241
3
195
39
24
426
75
368
1
4
4
63
69
11
32
133
31
247
2
53
464
39
22
80
13
115
211
60
10
8
2
1
1",
,Subtotal,318,"1,482",33,76,90,266,37,119,1,11,255,"1,007",10,27,744,"2,988",3732,
G. Bush,BUSH,5,4,1,1,1,1,1,1,,,3,1,,1,9,6,15,
School of,CAIA,8,25,,,,4,,,,,,,,,9,31,40,
Govt,CHLS,6,9,,,,,,,,,,,,,6,9,15,
,CNPM,2,1,,,,,,,,,,,,,3,1,4,
,INTA,3,9,1,,,1,,,,,1,3,,1,5,15,20,
,Subtotal,24,48,2,1,1,6,1,1,,,4,4,,2,32,62,94,
"Prepared by OISP, 06 Aug 08",,,,,,,,,,,,,,,,,,,
