Fall 2007,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPMT SPSY TECR",,"292
836
729
369
151
895
395
268
218
5","45.3%
-1.4%
1.8%
15.7%
-10.1%
-12.3%
2.6%
8.1%
23.2%
-82.8%","0
83
220
26
70
111
15
89
5
0
1","-100.0%
7.8%
8.9%
62.5%
-2.8%
42.3%
0.0%
25.4%
150.0%
-100.0%
100.0%","33
203
183
88
79
14
30
2
44","-13.2%
-1.0%
1.7%
-11.1%
-1.3%
-22.2%
-3.2%
-33.3%
7.3%",,,"33
286
403
292
836
729
369
26
158
190
29
151
895
395
387
7
218
44
6","-28.3%
1.4%
5.5%
45.3%
-1.4%
1.8%
15.7%
62.5%
-7.6%
20.3%
-12.1%
-10.1%
-12.3%
2.6%
10.6%
40.0%
23.2%
-2.2%
-79.3%",
,Subtotal,"4,158",1.1%,620,13.8%,676,-2.7%,,,"5,454",1.9%,
"Prepared by OISP, 13 Nov 07",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
