Fall 2007,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Agriculture         AGBL
AGBU AGCJ AGEC AGED AGEN AGLS AGRO AGSC AGSM ALED ANBR ANSC BAEN BESC BICH BSEN DASC ECOR ENST ENTO FISC FLOR FORS FSTC GENE HORT NRDV NUSC PLBR PLPA POSC PREP PSSC RENR RLEM RPTS SOSC SPSA USAL WFSC WISC",,"55
28
82
80
47
7
102
12
52
5
196
2
461
19
51
87
1
2
1
5
49
3
4
40
56
86
2
371
4
8
49
11
1
5
36
150
7
6
2
162
9","92
58
13
265
37
45
153
99
28
114
382
1
258
53
53
77
4
3
3
6
41
1
24
22
33
57
5
52
7
1
79
7
1
21
107
139
6
32
8
239
3","1
2
4
19
11
7
10
8
1
2
2
2
11
2
1
6
4","1
1
1
6
1
21
2
3
45
2
3
2
1
2
1
1
4
2
1
1
5
1
4","3
1
8
6
1
29
3
3
2
16
68
2
14
17
1
3
21
12
15
7
66
2
10
1
1
8
24
4
31","5
1
1
19
5
2
32
4
3
9
32
26
4
16
12
1
1
1
14
4
9
6
19
2
2
7
1
12
12
3
34","2
1
1
2
3
2
6
1
6
19
2
3
8
19
1
1
1
1
4","1
1
11
1
4
8
2
3
6
14
4
1
1
3
9
2
1
1
3
1","1
3
1
1
1
2
5
1
1
2
1
2
4","1
2
1
2
3
3
1
1
1
3
2","1
2
20
3
1
2
10
1
30
3
1
2
4
4
9
1
2
4
3
4
4
1
2
25
1
1
13","3
3
44
3
1
2
2
1
8
23
27
1
6
4
1
3
9
5
9
6
1
4
5
5
5","1
1
1
3
1
1
2
1
1
3","4
1
1
3
1
1
2
1","59
31
92
114
54
9
157
19
55
7
228
2
552
33
82
162
2
2
1
9
79
4
8
61
85
102
3
472
9
13
67
17
3
5
46
211
9
10
4
218
9","101
62
16
331
51
51
224
111
31
131
471
1
299
86
77
134
4
5
4
7
67
1
28
28
49
77
5
84
16
13
98
10
1
23
124
167
11
36
9
284
3","160
93
108
445
105
60
381
130
86
138
699
3
851
119
159
296
6
7
5
16
146
1
4
36
89
134
179
8
556
25
26
165
27
4
28
170
378
20
46
13
502
12",
,Subtotal,"2,356","2,629",93,111,379,299,83,77,25,20,154,181,15,14,"3,105","3,331",6436,
"Prepared by OISP, 13 Nov 07",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
