Ethnicity Black Only + 2 or more/1 Black (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Other - Special Populations,ELEN,,,,,,,,,,,,,,,
,MARB,,,,,,,,,,,,,,,
,MARS,,,,,,,,,,,,,,,
,MASE,,,,,,,,,,,,,,,
,MDSC,,,,,,,,,,,,,,,
,MEEN,,,,,,,,,,,,,,,
,PETE,,,,,,,,,,,,,,,
,PHLT,,,,,,,,,,,,,,,
,Subtotal,,,,,,,,,,,,,,,
University,Total,58,88,161,226,2,535,5,70,75,144,144,1,1,755,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
