Ethnicity Asian Only (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity College Station Campus,,,,,,,,,,,,,,,,
Summer 2011,,,,,,,,,,,,,,,,
Summer 2011,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Agriculture,PPRO,,,,,,,,,,,,,,,
,PREP,,,,,,,,,,,,,,,
,RENR,,,,,,,,,,,,,,,
,RLEM,,,,,,,,,,,,,,,
,RPTS,,,1,,,1,,,,,,,,1,
,SOSC,,,,,,,,,,1,1,,,1,
,SPSA,,,,1,,1,,,,,,,,1,
,TOXI,,,,,,,,,,,,,,,
,USAL,,,,,,,,,,,,,,,
,WFSC,,,,2,,2,,,,,,,,2,
,WISC,,,,,,,,,,,,,,,
,WMHS,,,,,,,,,,,,,,,
,Subtotal,1,4,14,34,,53,,6,6,5,5,,,64,
Architecture,ARCH,,,,,,,,1,1,,,,,1,
,COMG,,,,,,,,,,,,,,,
,COSC,,,,1,,1,,,,,,,,1,
,COSL,,,,,,,,,,,,,,,
,ENDL,,1,1,,,2,,,,,,,,2,
,ENDS,,,,,,,,,,,,,,,
,LAND,,,,,,,,,,,,,,,
,LANL,,,,,,,,,,,,,,,
,LDEV,,,,,,,,,,,,,,,
,NUTR,,,,,,,,,,,,,,,
,URPL,,,,,,,,,,,,,,,
,URSC,,,,,,,,,,1,1,,,1,
,USAR,,,,1,,1,,,,,,,,1,
,VISL,,,,,,,,,,,,,,,
,VIST,,,,,,,,1,1,,,,,1,
,Subtotal,,1,1,2,,4,,2,2,1,1,,,7,
"Prepared by OISP, 11 Aug 11",,,,,,,,,,,,,,,,
