Summer 2004,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPSY TECR",,"73
252
0
307
127
584
136
301
5","-5.2%
14.0%
-100.0%
4.4%
18.7%
13.4%
138.6%
35.0%
-58.3%","5
70
168
22
37
85
11
41
2
6","-16.7%
-14.6%
20.9%
4.8%
48.0%
-10.5%
83.3%
-4.7%
-66.7%
50.0%","33
173
112
93
46
15
18
4
31","22.2%
11.6%
24.4%
-16.2%
-6.1%
36.4%
-14.3%
33.3%
-3.1%",,,"38
243
280
73
252
0
307
22
130
131
26
127
584
136
360
6
37
5","15.2%
2.5%
22.3%
-5.2%
14.0%
-100.0%
4.4%
4.8%
-4.4%
-9.0%
52.9%
18.7%
13.4%
138.6%
25.4%
-33.3%
2.8%
-58.3%",
,Subtotal,"1,785",18.4%,447,4.7%,525,5.2%,,,"2,757",13.3%,
"Prepared by OISP, 18 Aug 04",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
