"Summer 2004
Agriculture              AGEC AGED ANSC BAEN BCBP CLAG ENTO FRSC HRSC PLPM POSC RLEM RPTS SCSC WFSC
Subtotal
Architecture   ARCH COSC LAUP
Subtotal
Business Admin      ACCT
AGEC CLBA FINC INFO MGMT MKTG
Subtotal
Education                CLED EAHR EPSY HLKN TLAC
Subtotal
Engineering             AERO BMEN CHEN CLEN CPSC CVEN ELEN ETID INEN MEEN NUEN PETE
Subtotal
G. Bush School       BUSH  of Govt                    Subtotal",Undergraduate,,,,,,Masters,,,,PhD,,Professional,,Grand Total,
,"Freshman
1
1
1
1","Sophomore
1
1
1
1","Junior
1
3
2
1
1
8
1
1
2
2
1
2
3
2
1
3","Senior
1
3
1
1
6
2
2
1
1
1
3
1
4
3
8
1
1
1
1
4",PB,"Total
1
5
5
1
1
1
2
16
1
2
3
1
3
1
5
1
5
6
12
1
3
2
1
1
8",PB,Master,PhD,Total,PhD,Total,Professional Veterinary,Total,,
,,,,,,,,1,,1,1,1,,,1,
,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,3,
,,,,,,,,1,,1,,,,,17,
,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,3,
,,,,,,,,1,,1,,,,,2,
,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,1,
,,,,,,,,1,,1,,,,,6,
,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,,6,
,,,,,,,,,,,1,1,,,13,
,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,1,
,,,,,,,,1,,1,1,1,,,2,
,,,,,,,,,,,,,,,1,
,,,,,,,,1,,1,1,1,,,10,
"Prepared by OISP, 18 Aug 04",,,,,,,,,,,,,,,,
