"Spring 2004
Agriculture              AGEC AGED ANSC BAEN BCBP CLAG ENTO FRSC HRSC PLPM POSC RLEM RPTS SCSC WFSC
Subtotal
Architecture   ARCH COSC LAUP
Subtotal
Business Admin      ACCT
CLBA FINC INFO MGMT MKTG
Subtotal
Education                CLED EAHR EPSY HLKN TLAC
Subtotal
Engineering             AERO BMEN CHEN CLEN CPSC CVEN ELEN ETID INEN MEEN NUEN PETE
Subtotal
G. Bush School       BUSH of Govt                    Subtotal",Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,"Freshman
1
1
2
4
4
1
1
1
1","Sophomore
2
1
1
1
1
1
1
1
9
1
1
2
6
6
3
2
5
2
2","Junior
2
6
3
1
3
1
16
2
2
2
1
3
1
4
5
2
1
3
1
2
9","Senior
1
6
3
1
2
1
14
2
1
3
3
1
2
2
8
4
8
12
1
1
1
3
1
7","PB
2
2","Total
6
13
7
1
4
2
1
2
3
2
41
3
2
2
7
10
3
3
3
2
21
8
15
23
3
2
3
4
3
3
1
2
21",PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
,,,,,,,1,1,1,1,1,,,6,
,,,,,,,,,,,,,,13,
,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,3,
,,,,,,,,1,1,,,,,42,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,7,
,,,,,,,,,,,,,,10,
,,,,,,,,1,1,,,,,4,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,2,
,,,,,,,,1,1,,,,,22,
,,,,,,,,,1,,,,,2,
,,,,,,,,,,,,,,8,
,,,,,,,,1,1,,,,,16,
,,,,,,,1,1,2,1,1,,,26,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,3,
,,,,,,,,1,1,1,1,,,5,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,1,1,1,1,,,23,
"Prepared by OISP, 05 May 04",,,,,,,,,,,,,,,
