Spring 2004,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPSY TECR",,"194
908
1
813
123
996
181
336
33","14.8%
0.2%
-88.9%
2.1%
-11.5%
12.8%
389.2%
13.9%
22.2%","6
122
148
39
42
122
14
65
6
6","0.0%
-2.4%
27.6%
8.3%
-10.6%
-6.9%
7.7%
16.1%
-14.3%
100.0%","35
200
135
123
99
17
20
7
40","-14.6%
-2.0%
15.4%
-3.1%
10.0%
13.3%
-13.0%
16.7%
0.0%",,,"41
322
283
194
908
1
813
39
165
221
31
123
996
181
421
13
46
33","-12.8%
-2.1%
21.5%
14.8%
0.2%
-88.9%
2.1%
8.3%
-5.2%
0.0%
10.7%
-11.5%
12.8%
389.2%
12.6%
0.0%
7.0%
22.2%",
,Subtotal,"3,585",9.9%,570,5.6%,676,2.0%,,,"4,831",8.2%,
"Prepared by OISP, 05 May 04",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
