Top 10,,,,,,,,,
Spring 2003  Feeder Patterns Texas A&M University Campus,,,,,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,6560,,,15.6%,,,,
Brazos,,2635,,,6.3%,,,,
Dallas,,2267,,,5.4%,,,,
Tarrant,,2091,,,5.0%,,,,
Bexar,,1991,,,4.7%,,,,
Fort Bend,,1259,,,3.0%,,,,
Montgomery,,1145,,,2.7%,,,,
Collin,,999,,,2.4%,,,,
Travis,,960,,,2.3%,,,,
Denton,,728,,,1.7%,,,,
State,Students  % Total,,,,,,,,
Texas,36275,,,86.1%,,,,,
Louisiana,312,,,0.7%,,,,,
California,195,,,0.5%,,,,,
New Mexico,107,,,0.3%,,,,,
Oklahoma,95,,,0.2%,,,,,
Arkansas,89,,,0.2%,,,,,
Illinois,84,,,0.2%,,,,,
New York,80,,,0.2%,,,,,
Colorado,78,,,0.2%,,,,,
Florida,74,,,0.2%,,,,,
Country,,,Students  % Total,,,,,,
United States,,,38543,,,,91.5%,,
India,,,788,,,,1.9%,,
"China, People's Rep of",,,678,,,,1.6%,,
"Korea, Republic of",,,590,,,,1.4%,,
Mexico,,,125,,,,0.3%,,
Taiwan,,,100,,,,0.2%,,
Turkey,,,98,,,,0.2%,,
Indonesia,,,88,,,,0.2%,,
Venezuela,,,57,,,,0.1%,,
Colombia,,,55,,,,0.1%,,
