Spring 2003,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Liberal Arts       AMST
ANTH COML ECON ENGL FREN GERM HIST INTS JOUR MODL MUSC PHIL POLL POLS PSYC RUSS SCOM SOCI SPAN STJR TCMS THAR",,"27
123
674
589
8
6
518
337
518
1
21
102
0
941
1,387
9
774
269
68
9
67","92.9%
-3.9%
9.4%
6.3%
-38.5%
-25.0%
3.2%
28.1%
-32.8%
-50.0%
-8.7%
30.8%
-100.0%
6.8%
3.2%
0.0%
2.7%
10.2%
17.2%
-50.0%
31.4%","67
1
33
50
27
0
16
31
13
28
13
23
16","-15.2%
100.0%
13.8%
25.0%
50.0%
-100.0%
6.7%
10.7%
-13.3%
-31.7%
-13.3%
-8.0%
23.1%","41
56
61
42
5
45
63
27
36","10.8%
1.8%
-16.4%
-4.5%
100.0%
40.6%
21.2%
28.6%
-5.3%",,,"27
231
1
763
700
8
6
587
337
518
17
21
138
0
999
1,478
9
814
328
68
16
9
67","92.9%
-5.3%
100.0%
9.0%
4.9%
-38.5%
-25.0%
4.1%
28.1%
-32.9%
0.0%
-8.7%
30.2%
-100.0%
7.7%
2.9%
0.0%
3.0%
6.8%
17.2%
23.1%
-50.0%
31.4%",
,Subtotal,"6,448",1.8%,318,-0.3%,376,6.8%,,,"7,142",2.0%,
"Prepared by OISP, 08 Apr 03",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
