Spring 2003,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH IDTC INST ISNC KINE PHED SPSY TECR",,"169
906
9
796
139
0
883
37
295
27","-11.1%
-5.4%
125.0%
9.9%
-6.7%
-100.0%
25.4%
100.0%
13.0%
3.8%","6
125
116
36
47
131
13
56
7
3","200.0%
-10.1%
3.6%
-7.7%
4.4%
-3.0%
85.7%
21.7%
-12.5%
-25.0%","41
204
117
127
90
15
23
6
40","10.8%
24.4%
17.0%
-3.8%
7.1%
15.4%
4.5%
0.0%
-14.9%",,,"47
329
233
169
906
9
796
36
174
221
28
139
0
883
37
374
13
43
27","20.5%
8.6%
9.9%
-11.1%
-5.4%
125.0%
9.9%
-7.7%
-1.7%
0.9%
40.0%
-6.7%
-100.0%
25.4%
100.0%
13.7%
-7.1%
-15.7%
3.8%",
,Subtotal,"3,261",8.1%,540,0.6%,663,9.6%,,,"4,464",7.3%,
"Prepared by OISP, 08 Apr 03",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
