Top 10,,,,,,,,,
Spring 2003  Feeder Patterns Undergraduate Transfer,,,,,,,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,,151,,17.5%,,,,
Brazos,,,138,,16.0%,,,,
Fort Bend,,,41,,4.7%,,,,
Bexar,,,35,,4.0%,,,,
Dallas,,,34,,3.9%,,,,
Montgomery,,,31,,3.6%,,,,
Tarrant,,,22,,2.5%,,,,
Collin,,,20,,2.3%,,,,
Denton,,,14,,1.6%,,,,
Nueces,,,13,,1.5%,,,,
State,Students  % Total,,,,,,,,
Texas,813,,,94.0%,,,,,
Alabama,3,,,0.3%,,,,,
Washington,3,,,0.3%,,,,,
Louisiana,2,,,0.2%,,,,,
New York,1,,,0.1%,,,,,
New Mexico,1,,,0.1%,,,,,
Nevada,1,,,0.1%,,,,,
Missouri,1,,,0.1%,,,,,
Mississippi,1,,,0.1%,,,,,
Illinois,1,,,0.1%,,,,,
Country,,Students  % Total,,,,,,,
United States,,832,,,,,96.2%,,
Indonesia,,8,,,,,0.9%,,
Nigeria,,4,,,,,0.5%,,
Bolivia,,3,,,,,0.3%,,
Guatemala,,3,,,,,0.3%,,
India,,3,,,,,0.3%,,
Colombia,,2,,,,,0.2%,,
Malaysia,,2,,,,,0.2%,,
Hong Kong,,2,,,,,0.2%,,
Pakistan,,2,,,,,0.0%,,
