"Fall 2003
Agriculture              AGEC AGED ANSC BAEN BCBP CLAG ENTO FRSC HRSC PLPM POSC RLEM RPTS SCSC WFSC
Subtotal
Architecture   ARCH COSC LAUP
Subtotal
Business Admin      ACCT
CLBA FINC INFO MGMT MKTG
Subtotal
Education                CLED EAHR EPSY HLKN TLAC
Subtotal
Engineering             AERO BMEN CHEN CLEN CPSC CVEN ELEN ETID INEN MEEN NUEN PETE
Subtotal
G. Bush School       BUSH of Govt                    Subtotal",Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,"Freshman
1
1
1
1
1
5
7
7
2
2
1
1","Sophomore
1
2
1
1
2
1
2
1
11
1
1
2
2
2
1
3
4
1
1
2","Junior
5
3
3
1
12
2
2
4
3
2
1
6
3
3
1
1
3
1
1
2
9","Senior
1
3
1
1
2
3
1
12
1
1
2
3
1
2
6
4
8
12
1
1
1
3
6","PB
2
2","Total
3
11
5
1
1
5
1
1
1
4
4
1
2
40
4
2
2
8
9
3
3
3
3
21
5
16
21
1
3
1
2
4
3
3
1
2
20",PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
,,,,,,,1,1,1,1,1,,,3,
,,,,,,,,,,,,,,11,
,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,5,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,3,
,,,,,,,,1,1,,,,,41,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,8,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,9,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,3,
,,,,,,,,,,1,1,,,22,
,,,,,,,,,,2,2,,,2,
,,,,,,,,1,1,,,,,6,
,,,,,,,,1,1,,,,,17,
,,,,,,,,2,2,2,2,,,25,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,3,
,,,,,,,,1,1,1,1,,,5,
,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,2,
,,,,,,,,1,1,1,1,,,22,
,,,,,,,,,1,,,,,1,
,,,,,,,1,,1,,,,,1,
"Prepared by OISP, 08 Mar 04",,,,,,,,,,,,,,,
