Fall 2003,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN SENG",,"251
238
125
156
193
128
153
208
174
303
278
214
296
614
264
400
259
200
132
368
63
189
435
598
70
95
35
89
142
102
244
16
23","4.6%
-7.4%
-15.0%
9.9%
-7.2%
-31.9%
-17.3%
-8.0%
-9.4%
-4.7%
-18.7%
-18.3%
5.3%
6.0%
-16.7%
-6.8%
-39.3%
31.6%
-9.6%
-14.6%
-21.3%
-12.1%
-1.6%
-1.3%
37.3%
6.7%
-12.5%
14.1%
2.9%
4.1%
-3.2%
23.1%
-14.8%","47
42
18
8
50
20
184
197
154
3
9
9
27
0
147
1
242
31
20
126
4","-6.0%
-17.6%
-10.0%
-27.3%
2.0%
66.7%
7.6%
18.7%
10.8%
0.0%
800.0%
-18.2%
107.7%
-100.0%
-25.4%
0.0%
-6.6%
24.0%
42.9%
2.4%
-20.0%","46
27
7
6
82
25
119
115
161
6
58
16
130
34
16
28","2.2%
22.7%
250.0%
100.0%
13.9%
0.0%
20.2%
27.8%
2.5%
200.0%
16.0%
-20.0%
26.2%
21.4%
-11.1%
-17.6%",,,"251
331
125
225
193
153
153
222
174
435
45
581
214
296
926
264
715
9
9
259
200
9
132
395
0
63
394
17
435
970
70
160
35
125
296
102
244
16
23
4","4.6%
-6.0%
-15.0%
4.7%
-7.2%
-27.1%
-17.3%
-7.5%
-9.4%
-0.9%
21.6%
-5.1%
-18.3%
5.3%
10.9%
-16.7%
-1.4%
80.0%
800.0%
-39.3%
31.6%
-18.2%
-9.6%
-11.0%
-100.0%
-21.3%
-14.7%
-19.0%
-1.6%
0.2%
37.3%
12.7%
-12.5%
13.6%
0.3%
4.1%
-3.2%
23.1%
-14.8%
-20.0%",
,Subtotal,"7,055",-7.1%,"1,339",1.2%,876,13.8%,,,"9,270",-4.3%,
"Prepared by OISP, 08 Mar 04",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
