Top 10,,,,,,,,
Fall 2003  Feeder Patterns New Graduate,,,,,,,,
Country,,,Students  % Total,,,,,
United States,,,1298,,,66.2%,,
India,,,241,,,12.3%,,
"Korea, Republic of",,,104,,,5.3%,,
"China, People's Rep of",,,88,,,4.5%,,
Taiwan,,,20,,,1.0%,,
Turkey,,,16,,,0.8%,,
Colombia,,,14,,,0.7%,,
Nigeria,,,13,,,0.7%,,
Mexico,,,12,,,0.6%,,
Iran,,,9,,,0.5%,,
State,Students  % Total,,,,,,,
Texas,1008,,,51.4%,,,,
California,35,,,1.8%,,,,
Louisiana,18,,,0.9%,,,,
Florida,16,,,0.8%,,,,
Illinois,16,,,0.8%,,,,
New York,13,,,0.7%,,,,
Pennsylvania,12,,,0.6%,,,,
Virginia,12,,,0.6%,,,,
Ohio,11,,,0.6%,,,,
Georgia,10,,,0.5%,,,,
Texas County   Students  % Total,,,,,,,,
Harris,,192,,,9.8%,,,
Brazos,,159,,,8.1%,,,
Dallas,,58,,,3.0%,,,
Tarrant,,50,,,2.5%,,,
Bexar,,49,,,2.5%,,,
Travis,,40,,,2.0%,,,
Montgomery,,34,,,1.7%,,,
Fort Bend,,26,,,1.3%,,,
Collin,,22,,,1.1%,,,
Denton,,20,,,1.0%,,,
