Fall 2003,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPSY TECR",,"181
1,067
2
888
101
976
152
282
34","13.1%
4.6%
-90.0%
5.3%
-24.6%
4.2%
100.0%
5.2%
17.2%","5
129
134
38
43
136
13
76
8
6","-37.5%
-3.0%
13.6%
-5.0%
16.2%
0.0%
18.2%
16.9%
33.3%
20.0%","41
198
121
125
99
17
26
8
40","0.0%
6.5%
24.7%
5.0%
3.1%
13.3%
4.0%
100.0%
-7.0%",,,"46
327
255
181
1,067
2
888
38
168
235
30
101
976
152
384
16
46
34","-6.1%
2.5%
18.6%
13.1%
4.6%
-90.0%
5.3%
-5.0%
7.7%
1.3%
15.4%
-24.6%
4.2%
100.0%
7.3%
60.0%
-4.2%
17.2%",
,Subtotal,"3,683",8.0%,588,5.2%,675,7.8%,,,"4,946",7.6%,
"Prepared by OISP, 08 Mar 04",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
