Fall 2003,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Agriculture        ADEV
AGBL AGBU AGEC AGED AGEN AGJR AGLS AGRO AGSC AGSM ANBR ANSC BAEN BESC BICH BSEN DASC ENTO FISC FLOR FORS FSTC GENE HORT MEPS NRDV NUSC NUTR PLBR PLPA PLSC POSC PPHY PPRO PREP PSSC RENR RLEM RPTS RRDV SOSC TOXI WFSC WISC",,"874
130
141
310
96
96
91
147
153
199
162
4
703
20
107
155
24
7
78
0
10
51
50
168
149
9
10
266
25
17
9
2
169
0
25
5
35
181
249
1
16
2
463
13","16.1%
-23.1%
-16.1%
-15.1%
9.1%
-5.0%
35.8%
-21.4%
0.0%
7.6%
-12.4%
100.0%
6.2%
17.6%
-9.3%
-7.7%
0.0%
-53.3%
30.0%
-100.0%
66.7%
18.6%
-16.7%
0.6%
2.8%
28.6%
42.9%
15.2%
-21.9%
21.4%
0.0%
0.0%
27.1%
-100.0%
38.9%
25.0%
-5.4%
24.0%
-19.4%
-50.0%
6.7%
100.0%
-1.1%
44.4%","38
0
1
3
7
2
4
22
3
2
2
7
1
9
6
0
2
2
8
2
0
2
0
0
0
5","18.8%
-100.0%
100.0%
0.0%
133.3%
100.0%
0.0%
15.8%
200.0%
0.0%
0.0%
0.0%
0.0%
-18.2%
-40.0%
-100.0%
0.0%
0.0%
0.0%
100.0%
-100.0%
-33.3%
-100.0%
-100.0%
-100.0%
0.0%","65
11
6
14
8
9
6
40
2
8
6
49
1
32
33
3
16
1
5
9
15
5
31
1
0
21
2
5
23
1
1
47","80.6%
37.5%
200.0%
-22.2%
14.3%
28.6%
100.0%
5.3%
0.0%
33.3%
-45.5%
16.7%
-50.0%
6.7%
22.2%
-25.0%
77.8%
0.0%
150.0%
-25.0%
-37.5%
-28.6%
14.8%
-66.7%
-100.0%
16.7%
100.0%
-28.6%
-4.2%
100.0%
0.0%
17.5%","7
1
1
2
1
2
0
6
2
0
4
7
20
1
6
1
18
0
1
4
3
3
2
2
6","16.7%
-50.0%
100.0%
-33.3%
0.0%
100.0%
-100.0%
200.0%
100.0%
-100.0%
33.3%
0.0%
25.0%
0.0%
-14.3%
-75.0%
12.5%
-100.0%
0.0%
100.0%
50.0%
-40.0%
-33.3%
0.0%
-25.0%","6
1
2
1
3
5
1
2
2
1
1
1
0
0
3
1
4
4
3","0.0%
0.0%
0.0%
100.0%
200.0%
0.0%
0.0%
100.0%
-33.3%
0.0%
0.0%
-50.0%
-100.0%
-100.0%
0.0%
0.0%
300.0%
33.3%
50.0%","3
0
17
68
6
3
1
9
1
7
26
1
60
1
12
6
32
19
13
17
3
12
14
20
15
1
5
2
17
29
8
22","-62.5%
-100.0%
21.4%
19.3%
20.0%
-40.0%
0.0%
0.0%
0.0%
75.0%
85.7%
100.0%
3.4%
0.0%
9.1%
-45.5%
-22.0%
11.8%
-23.5%
21.4%
0.0%
-20.0%
-6.7%
11.1%
50.0%
-50.0%
25.0%
100.0%
0.0%
3.6%
33.3%
0.0%","10
1
0
0
1
1
3
1
1
1
8
1
4
3
1
2
3
1
2
2
0
1
5
0
0
1
2
2
11","-9.1%
0.0%
-100.0%
-100.0%
0.0%
0.0%
200.0%
-50.0%
0.0%
0.0%
0.0%
0.0%
-20.0%
-40.0%
0.0%
0.0%
50.0%
-66.7%
0.0%
0.0%
-100.0%
100.0%
100.0%
-100.0%
-100.0%
-50.0%
-60.0%
0.0%
-8.3%","1,003
144
166
399
118
114
105
224
169
214
172
4
780
49
161
278
29
8
116
1
10
66
95
230
171
27
10
307
41
32
29
2
216
1
0
30
5
39
210
309
1
27
3
557
13","17.7%
-21.7%
-11.2%
-11.3%
13.5%
-0.9%
36.4%
-11.5%
0.6%
9.7%
-14.4%
100.0%
7.0%
40.0%
-6.4%
-2.5%
-12.1%
-50.0%
27.5%
-50.0%
66.7%
10.0%
-22.1%
-3.0%
-2.3%
22.7%
42.9%
14.6%
-21.2%
10.3%
3.6%
0.0%
27.1%
-50.0%
-100.0%
25.0%
25.0%
-2.5%
19.3%
-17.4%
-50.0%
12.5%
50.0%
0.0%
44.4%",
,Subtotal,"5,422",1.3%,128,0.8%,476,13.3%,100,5.3%,41,7.9%,450,4.4%,68,-13.9%,"6,685",2.2%,
"Prepared by OISP, 08 Mar 04",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
