Spring 2007,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL RHEL RHEN SENG",,"303
247
184
157
147
99
89
88
280
295
155
151
229
549
252
327
200
156
151
349
138
225
402
600
69
80
59
123
219
237
15
16","27.3%
6.0%
8.2%
0.0%
11.4%
13.8%
-8.2%
-12.9%
56.4%
17.1%
-7.2%
28.0%
-3.4%
-9.3%
-1.2%
-4.9%
-12.3%
33.3%
25.8%
-0.9%
62.4%
17.2%
-7.4%
0.3%
16.9%
0.0%
51.3%
21.8%
3.8%
82.3%
87.5%
-27.3%","49
37
39
23
55
0
108
138
174
0
14
26
79
224
45
14
142
1","-18.3%
-7.5%
50.0%
-8.0%
-1.8%
-100.0%
1.9%
1.5%
33.8%
-100.0%
16.7%
4.0%
14.5%
31.8%
21.6%
7.7%
13.6%
100.0%","44
29
23
20
76
9
117
128
158
9
0
59
6
131
39
21
57","15.8%
-3.3%
9.5%
33.3%
10.1%
-30.8%
-9.3%
15.3%
3.3%
-30.8%
-100.0%
-7.8%
0.0%
1.6%
18.2%
-12.5%
26.7%",,,"303
340
184
223
147
161
89
131
280
426
9
380
151
229
815
252
659
9
0
200
156
14
151
375
138
363
6
402
955
69
164
59
158
418
237
15
16
1","27.3%
2.7%
8.2%
-1.8%
11.4%
20.1%
-8.2%
-7.1%
56.4%
13.0%
-35.7%
-5.5%
28.0%
-3.4%
-4.3%
-1.2%
5.1%
-30.8%
-100.0%
-12.3%
33.3%
7.7%
25.8%
-0.5%
62.4%
11.7%
0.0%
-7.4%
6.5%
16.9%
9.3%
51.3%
14.5%
9.7%
82.3%
87.5%
-27.3%
100.0%",
,Subtotal,"6,591",7.2%,"1,168",13.1%,926,3.6%,,,"8,685",7.6%,
"Prepared by OISP, 12 Apr 07",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
