Spring 2007,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Agriculture         AGBL
AGBU AGCJ AGEC AGED AGEN AGLS AGRO AGSC AGSM ALED ANBR ANSC BAEN BESC BICH BSEN DASC ECEN ENST ENTO FISC FLOR FORS FSTC GENE HORT NRDV NUSC NUTR PLBR PLPA POSC PPRO PREP PSSC RENR RLEM RPTS SOSC SPSA WFSC WISC",,"33
31
54
87
45
8
97
12
57
10
203
2
442
7
58
81
4
2
54
1
4
4
28
61
77
4
346
3
7
49
1
9
5
39
141
4
3
159
8","67
55
12
256
37
70
139
104
27
112
402
1
259
26
55
72
4
6
1
6
44
1
27
19
30
53
4
47
5
2
78
7
15
108
144
7
24
257
5","1
1
3
15
2
13
8
1
10
6
1
1
2
2
1
1
8
1
5
3","2
5
1
15
4
48
2
3
1
1
1
2
1
3
2
1
1
4
1","1
1
5
4
1
2
23
3
5
2
24
49
16
14
1
2
18
1
8
14
4
52
1
5
1
1
1
6
17
4
26","4
2
1
19
5
5
31
2
3
7
31
19
1
19
14
14
2
6
8
13
1
2
8
1
7
14
2
28
1","1
1
4
1
1
3
5
18
3
3
6
1
19
1
1
1
1
2","1
1
9
1
3
6
2
2
5
20
2
1
3
2
7
1
2","2
1
1
1
1
2
3
1
1
1
1
2
3
2","1
2
2
1
3
4
1
1
3
5","4
16
1
2
1
1
1
9
1
31
5
1
2
5
3
8
1
3
3
2
4
5
4
26
3
11","2
3
39
2
2
2
2
1
4
5
21
24
1
1
10
4
1
3
9
1
6
8
7
2
5
7
3
5","1
1
2
1
1
2
3
1
3
1","1
2
1
1
3
2
2
1
1","34
38
61
110
51
12
142
17
64
12
245
2
508
17
91
150
6
5
84
1
6
9
45
88
90
5
432
7
10
62
1
15
1
7
49
196
8
7
203
9","73
60
13
318
50
81
198
112
31
128
494
1
291
50
82
134
5
6
1
7
71
1
33
22
47
74
4
70
1
14
12
96
1
10
16
121
174
10
26
297
6","107
98
74
428
101
93
340
129
95
140
739
3
799
67
173
284
11
6
1
12
155
2
6
42
67
135
164
9
502
1
21
22
158
2
25
1
23
170
370
18
33
500
15",
,Subtotal,"2,240","2,588",85,98,312,270,72,68,22,23,153,180,16,14,"2,900","3,241",6141,
"Prepared by OISP, 12 Apr 07",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
