Top 10,,,,,,,,,
Spring 2007  Feeder Patterns First Time In College,,,,,,,,,
State,Students  % Total,,,,,,,,
Texas,64,,,73.6%,,,,,
Washington,1,,,1.1%,,,,,
New Jersey,1,,,1.1%,,,,,
Country,,Students  % Total,,,,,,,
United States,,66,,,,75.9%,,,
India,,3,,,,3.4%,,,
Malaysia,,3,,,,3.4%,,,
Australia,,2,,,,2.3%,,,
South Africa,,2,,,,2.3%,,,
Pakistan,,1,,,,1.1%,,,
Nigeria,,1,,,,1.1%,,,
Italy,,1,,,,1.1%,,,
Angola,,1,,,,1.1%,,,
Colombia,,1,,,,1.1%,,,
Texas County   Students  % Total,,,,,,,,,
Harris,,,9,,10.3%,,,,
Brazos,,,7,,8.0%,,,,
Bexar,,,5,,5.7%,,,,
Dallas,,,3,,3.4%,,,,
Williamson,,,3,,3.4%,,,,
Bell,,,2,,2.3%,,,,
Brazoria,,,2,,2.3%,,,,
Collin,,,2,,2.3%,,,,
Fort Bend,,,2,,2.3%,,,,
Galveston,,,2,,2.3%,,,,
