Fall 2009,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          BIED
CPSY EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH HRDL HRDV INST ISNC KINE NUTR PHED SPED SPMT SPSY TCMG TCML TECR USEH",,"486
814
638
234
246
162
95
824
11
236
221
23
47
25
3","8.5%
-4.0%
-9.2%
-23.0%
59.7%
23.7%
33.8%
1.6%
-88.3%
7.3%
2.8%
15.0%
67.9%
25.0%
0.0%","9
1
80
202
26
89
89
18
60
2
2
8
11","100.0%
100.0%
0.0%
-15.1%
4.0%
-19.1%
-27.0%
28.6%
-20.0%
0.0%
-33.3%
100.0%
100.0%","33
190
213
96
90
17
46
1
48","-10.8%
-3.6%
15.8%
3.2%
13.9%
13.3%
24.3%
0.0%
4.3%",,,"9
34
270
415
486
814
638
234
26
185
179
35
246
162
95
824
11
342
3
2
8
232
48
23
47
25
3","100.0%
-8.1%
-2.5%
-1.7%
8.5%
-4.0%
-9.2%
-23.0%
4.0%
-8.9%
-10.9%
20.7%
59.7%
23.7%
33.8%
1.6%
-88.3%
3.0%
0.0%
-33.3%
100.0%
7.9%
4.3%
15.0%
67.9%
25.0%
0.0%",
,Subtotal,"4,065",-0.1%,597,-10.8%,734,6.5%,,,"5,396",-0.6%,
"Prepared by OISP, 14 Dec 09",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
