Ethnicity American Indian Only (NEW),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Fall 2010,,,,,,,,,,,,,,,,
Fall 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Engineering,RHEN,,,,,,,,,,,,,,,
,SENG,,,,,,,,,,,,,,,
,USEN,,,,,,,,,,,,,,,
,Subtotal,5,9,1,12,,27,,,,1,1,,,28,
G. Bush School of Govt,CAIA,,,,,,,,,,,,,,,
,CHLS,,,,,,,1,,1,,,,,1,
,CNPM,,,,,,,,,,,,,,,
,INTA,,,,,,,,,,,,,,,
,PSAA,,,,,,,,,,,,,,,
,Subtotal,,,,,,,1,,1,,,,,1,
Geosciences,ATMO,,,,,,,,,,,,,,,
,ENGS,,1,,1,,2,,,,,,,,2,
,ENST,,,,,,,,,,,,,,,
,GEOG,1,,,,,1,,,,,,,,1,
,GEOL,,,,,,,,,,,,,,,
,GEOP,,,,,,,,,,,,,,,
,GEOS,,,,,,,,,,,,,,,
,MARB,,,,,,,,,,,,,,,
,METR,,,,,,,,,,,,,,,
,OCNG,,,,,,,,,,,,,,,
,SPSG,,,,,,,,,,,,,,,
,USGE,,,,,,,,,,,,,,,
,WMHS,,,,,,,,,,,,,,,
,Subtotal,1,1,,1,,3,,,,,,,,3,
"Prepared by OISP, 23 Nov 10",,,,,,,,,,,,,,,,
