Ethnicity Native Hawaii Only (New),,,,,,,,,,,,,,,,
Headcount by Major by Classification by Ethnicity Fall 2010,,,,,,,,,,,,,,,,
Fall 2010,,Undergraduate,,,,,,Masters,,,PhD,,Professional,,Grand Total,
,,Freshman,Sophomore,Junior,Senior,PB,Total,PB,Master,Total,PhD,Total,Professional Veterinary,Total,,
Liberal Arts,AMST,,,,,,,,,,,,,,,
,ANTH,,,,,,,,,,,,,,,
,CLSS,,,,,,,,,,,,,,,
,COMM,,,,1,,1,,,,,,,,1,
,ECON,,,1,2,,3,,,,,,,,3,
,ENGL,,,,1,,1,,,,,,,,1,
,FREN,,,,,,,,,,,,,,,
,GERM,,,,,,,,,,,,,,,
,HISP,,,,,,,,,,,,,,,
,HIST,,,,,,,,,,,,,,,
,INTS,1,,1,,,2,,,,,,,,2,
,MODL,,,,,,,,,,,,,,,
,MUSC,,,,,,,,,,,,,,,
,NRSC,,,,,,,,,,,,,,,
,NUTR,,,,,,,,,,,,,,,
,PERF,,,,,,,,,,,,,,,
,PHIL,,,1,,,1,,,,,,,,1,
,POLS,,,,,,,,,,,,,,,
,PSYC,,,,,,,,,,,,,,,
,RUSS,,,,,,,,,,,,,,,
,SOCI,,,1,,,1,,,,,,,,1,
,SPAN,,,,,,,,,,,,,,,
,TCMS,,,,1,,1,,,,,,,,1,
,THAR,,,,,,,,,,,,,,,
,USLA,,,,,,,,,,,,,,,
,WGST,,,,,,,,,,,,,,,
,Subtotal,1,,4,5,,10,,,,,,,,10,
"Prepared by OISP, 23 Nov 10",,,,,,,,,,,,,,,,
