Summer 2006,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Other -              AGBU
Special              BIOT
Populations       ENSM
FSTC GENE MDSC MEPS MSEN NUTR PHLT PPHY REEP TOXI WMHS",,6,100.0%,"23
19
5
11
7
2
10
3
12
8
0
6
4","21.1%
26.7%
100.0%
266.7%
0.0%
-66.7%
66.7%
-62.5%
-7.7%
14.3%
-100.0%
20.0%
100.0%","20
43
24
18
11
0
23
6","233.3%
59.3%
60.0%
80.0%
-21.4%
-100.0%
9.5%
100.0%",,,"23
19
5
31
50
2
34
21
23
8
0
6
29
10","21.1%
26.7%
100.0%
244.4%
47.1%
-66.7%
61.9%
16.7%
-14.8%
14.3%
-100.0%
500.0%
11.5%
100.0%",
,Subtotal,6,100.0%,110,22.2%,145,52.6%,,,261,41.1%,
Total,,"12,703",-1.1%,"2,596",-2.4%,"2,574",4.5%,158,11.3%,"18,031",-0.4%,
"Prepared by OISP, 11 Aug 06",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
