Summer 2006,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Agriculture          AGBL
AGBU AGCJ AGEC AGED AGEN AGLS AGRO AGSC AGSM ALED ANBR ANSC BAEN BESC BICH BSEN DASC ENST ENTO FISC FLOR FORS FSTC GENE HORT NRDV NUSC PLBR PLPA PLSC POSC PPRO PREP PSSC RENR RLEM RPTS SOSC SPSA WFSC WISC",,"9
12
41
50
30
4
42
9
30
8
123
1
188
4
36
40
1
1
2
34
6
2
9
30
39
2
156
2
6
23
4
2
18
71
3
77
2","12
25
8
103
26
27
87
38
10
59
199
1
100
9
33
36
1
3
23
1
7
7
18
29
2
21
6
3
1
41
5
1
7
45
63
6
6
125
3","1
1
3
9
4
2
2
2
2
1
1
2
1
3
2
3","2
1
31
3
24
3
4
1
1
1
2
2
1
4
1","1
4
4
14
1
2
10
19
7
7
5
1
1
5
3
2
20
2
1
3
7
1
10","1
11
1
2
15
1
2
21
12
10
8
7
2
3
5
4
1
2
4
1
5
5
12","2
2
4
3
6
1
2
1
6
1
2","1
1
5
5
3
8
1
2
1
4
1
1","1
1
3
1
1
1
1
1
1","2
1
2
3
1
1
3","9
1
1
1
1
4
30
5
2
6
3
6
2
2
1
4
2
4
10
1
7","1
28
2
1
2
4
5
11
20
1
1
8
4
1
2
8
1
8
9
9
2
4
4
1
2","2
1
5
1
1
1
2
1
1","1
1
1
1
1
7
1
1
1","9
14
47
64
33
4
68
11
30
10
145
1
215
10
50
90
2
1
2
47
7
8
20
39
48
4
186
5
7
30
7
2
25
93
5
1
101
3","13
26
8
145
29
33
139
42
11
66
255
1
124
20
52
79
2
4
40
1
12
10
27
43
3
31
17
14
1
55
1
8
1
7
55
78
7
6
144
3","22
40
55
209
62
37
207
53
41
76
400
2
339
30
102
169
4
5
2
87
1
7
20
30
66
91
7
217
22
21
1
85
1
15
1
9
80
171
12
7
245
6",
,Subtotal,"1,117","1,197",39,81,130,135,30,33,11,13,102,139,15,15,"1,444","1,613",3057,
"Prepared by OISP, 11 Aug 06",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
