Summer 2006,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Agriculture        AGBL
AGBU AGCJ AGEC AGED AGEN AGLS AGRO AGSC AGSM ALED ANBR ANSC BAEN BESC BICH BSEN DASC ECEN ENST ENTO FISC FLOR FORS FSTC GENE HORT MEPS NRDV NUSC PLBR PLPA PLSC POSC PPRO PREP PSSC RENR RLEM RPTS SOSC SPSA TOXI WFSC WISC",,"21
37
49
153
56
31
129
47
40
67
322
2
288
13
69
76
2
4
0
2
57
1
6
9
16
48
68
0
4
177
8
9
1
64
0
9
1
9
63
134
9
6
0
202
5","31.3%
-11.9%
-2.0%
7.7%
5.7%
40.9%
30.3%
6.8%
-33.3%
-17.3%
-11.5%
-50.0%
4.3%
18.2%
19.0%
-10.6%
-33.3%
100.0%
-100.0%
100.0%
5.6%
100.0%
20.0%
-55.0%
-20.0%
0.0%
-4.2%
-100.0%
0.0%
13.5%
-46.7%
50.0%
-50.0%
-11.1%
-100.0%
-52.6%
100.0%
0.0%
-7.4%
15.5%
28.6%
100.0%
-100.0%
17.4%
0.0%","1
3
4
40
0
3
28
5
2
6
2
1
2
3
2
5
2
1
6
4","100.0%
100.0%
-20.0%
29.0%
-100.0%
0.0%
-22.2%
-16.7%
100.0%
100.0%
-33.3%
0.0%
-50.0%
50.0%
100.0%
0.0%
100.0%
0.0%
100.0%
0.0%","0
2
4
15
1
2
29
2
0
4
31
31
17
15
0
12
1
1
7
6
7
24
1
2
6
1
1
0
8
12
1
0
22","-100.0%
100.0%
100.0%
114.3%
-50.0%
0.0%
45.0%
100.0%
-100.0%
-20.0%
10.7%
47.6%
0.0%
-31.8%
-100.0%
33.3%
100.0%
0.0%
133.3%
20.0%
600.0%
26.3%
0.0%
100.0%
-45.5%
100.0%
-50.0%
-100.0%
60.0%
-7.7%
100.0%
-100.0%
-18.5%","0
0
1
1
7
0
7
4
6
14
0
2
0
0
4
2
10
1
1
1
2","-100.0%
-100.0%
100.0%
0.0%
133.3%
-100.0%
250.0%
0.0%
100.0%
40.0%
-100.0%
0.0%
-100.0%
-100.0%
0.0%
100.0%
0.0%
0.0%
-50.0%
100.0%
-33.3%","1
1
0
0
2
1
5
4
2
1
0
0
1
2
4","0.0%
-50.0%
-100.0%
-100.0%
100.0%
-75.0%
0.0%
300.0%
0.0%
100.0%
-100.0%
-100.0%
0.0%
0.0%
300.0%","1
0
37
0
2
1
2
2
5
6
15
0
50
1
1
13
6
7
5
14
0
3
10
10
13
4
0
8
14
2
9","0.0%
-100.0%
2.8%
-100.0%
-33.3%
-66.7%
-33.3%
0.0%
150.0%
-14.3%
0.0%
-100.0%
-16.7%
0.0%
100.0%
8.3%
0.0%
-63.2%
0.0%
40.0%
-100.0%
200.0%
-23.1%
-9.1%
8.3%
0.0%
-100.0%
0.0%
55.6%
-66.7%
-18.2%","1
1
1
2
1
0
2
12
0
1
1
1
1
1
2
2
1","100.0%
0.0%
0.0%
-50.0%
-80.0%
-100.0%
100.0%
-7.7%
-100.0%
0.0%
0.0%
0.0%
0.0%
0.0%
0.0%
-66.7%
0.0%","22
40
55
209
62
37
207
53
41
76
400
2
339
30
102
169
4
5
0
2
87
1
7
20
30
66
91
0
7
217
22
21
1
85
1
15
1
9
80
171
12
7
0
245
6","4.8%
-13.0%
1.9%
13.0%
-3.1%
23.3%
31.0%
6.0%
-38.8%
-16.5%
-9.3%
-50.0%
5.9%
7.1%
21.4%
-12.4%
-42.9%
150.0%
-100.0%
100.0%
3.6%
100.0%
40.0%
-37.5%
-30.2%
3.1%
9.6%
-100.0%
40.0%
12.4%
-29.0%
23.5%
-50.0%
-12.4%
0.0%
-42.3%
0.0%
-10.0%
-2.4%
18.8%
-7.7%
100.0%
-100.0%
9.4%
0.0%",
,Subtotal,"2,314",1.1%,120,11.1%,265,14.2%,63,18.9%,24,-4.0%,241,-11.1%,30,-28.6%,"3,057",1.3%,
"Prepared by OISP, 11 Aug 06",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
