Summer 2006,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,Total,
,,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female,Male,,
"Other -                 AGBU
Special                BIOT
Populations         ENSM FSTC GENE MDSC MEPS MSEN NUTR PHLT REEP TOXI WMHS",,"7
4
1
4
16
4
7
3
7
3","7
7
3
4
15
1
7
1
4
2
5
2","1
1",1,"1
2
2","1
2
1
1
1","2
1
2
1","1
1
1",,,"5
4
11
7
12
3
6
3
10
1","3
1
8
6
9
16
2
2
3
6
3",1,"1
1","12
10
1
17
25
18
4
17
3
3
18
4","11
9
4
14
25
2
16
17
6
5
3
11
6","23
19
5
31
50
2
34
21
23
8
6
29
10",
,Subtotal,56,58,2,1,5,6,6,3,,,62,59,1,2,132,129,261,
Grand Total,,"6,415","6,269",315,301,859,860,279,342,43,39,581,"1,550",78,100,"8,570","9,461",18031,
"Prepared by OISP, 11 Aug 06",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
