Top 10,,,,,,,,
Fall 2005 Feeder Patterns New Graduate,,,,,,,,
Country,,,Students  % Total,,,,,
United States,,,"1,457",,,67.8%,,
India,,,224,,,10.4%,,
"China, People's Rep of",,,106,,,4.9%,,
"Korea, Republic of",,,93,,,4.3%,,
Taiwan,,,39,,,1.8%,,
Turkey,,,17,,,0.8%,,
Mexico,,,16,,,0.7%,,
Nigeria,,,13,,,0.6%,,
Canada,,,12,,,0.6%,,
Colombia,,,10,,,0.5%,,
Texas County   Students  % Total,,,,,,,,
Harris,,229,,,10.7%,,,
Brazos,,166,,,7.7%,,,
Tarrant,,65,,,3.0%,,,
Dallas,,55,,,2.6%,,,
Bexar,,44,,,2.0%,,,
Travis,,36,,,1.7%,,,
Montgomery,,32,,,1.5%,,,
Fort Bend,,32,,,1.5%,,,
Bell,,22,,,1.0%,,,
Collin,,19,,,0.9%,,,
State,Students  % Total,,,,,,,
Texas,"1,111",,,51.7%,,,,
California,28,,,1.3%,,,,
Illinois,19,,,0.9%,,,,
Louisiana,18,,,0.8%,,,,
Florida,16,,,0.7%,,,,
Pennsylvania,15,,,0.7%,,,,
Virginia,15,,,0.7%,,,,
Arizona,14,,,0.7%,,,,
Oklahoma,13,,,0.6%,,,,
Ohio,13,,,0.6%,,,,
