Fall 2005,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH INST ISNC KINE PHED SPMT SPSY TECR",,"232
903
725
246
131
1,145
329
283
95
27","7.9%
-13.9%
-18.3%
100.0%
10.1%
14.5%
39.4%
-17.0%
100.0%
28.6%","6
88
189
31
60
76
11
60
1
11","20.0%
-25.4%
-6.9%
-20.5%
17.6%
-29.0%
10.0%
5.3%
-50.0%
120.0%","33
209
165
107
91
22
22
6
35","-15.4%
0.0%
11.5%
-9.3%
-5.2%
4.8%
0.0%
-25.0%
-5.4%",,,"39
297
354
232
903
725
246
31
167
167
33
131
1,145
329
365
7
95
46
27","-11.4%
-9.2%
0.9%
7.9%
-13.9%
-18.3%
100.0%
-20.5%
-1.2%
-17.7%
6.5%
10.1%
14.5%
39.4%
-13.1%
-30.0%
100.0%
9.5%
28.6%",
,Subtotal,"4,116",6.4%,533,-10.7%,690,-1.1%,,,"5,339",3.4%,
"Prepared by OISP, 02 Dec 05",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
