Fall 2005,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering      AERL
AERO BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN SENG",,"319
252
182
169
161
94
118
119
190
281
187
154
323
621
324
340
249
140
137
328
96
194
491
621
88
73
52
103
181
155
0
9
21","14.7%
6.8%
15.9%
8.3%
1.3%
-5.1%
-14.5%
-33.1%
8.0%
-5.1%
-14.6%
-23.8%
21.0%
0.8%
16.1%
-8.4%
-9.8%
22.8%
2.2%
4.5%
6.7%
7.8%
4.5%
8.6%
33.3%
-11.0%
108.0%
-6.4%
5.2%
28.1%
-100.0%
-10.0%
-25.0%","73
43
30
27
66
2
126
157
135
0
12
27
75
196
38
19
135
1","30.4%
13.2%
-3.2%
35.0%
22.2%
-71.4%
-20.8%
-13.7%
-9.4%
-100.0%
9.1%
80.0%
-35.3%
-12.5%
0.0%
-24.0%
9.8%
-50.0%","38
30
22
16
67
19
140
111
152
9
1
65
8
132
33
22
37","-13.6%
15.4%
46.7%
33.3%
-13.0%
-20.8%
3.7%
0.9%
-8.4%
80.0%
100.0%
22.6%
-50.0%
0.8%
13.8%
15.8%
2.8%",,,"319
363
182
242
161
146
118
162
190
414
21
453
154
323
889
324
627
9
0
249
140
13
137
355
96
334
8
491
949
88
144
52
144
353
155
0
9
21
1","14.7%
8.0%
15.9%
10.0%
1.3%
0.7%
-14.5%
-22.9%
8.0%
-3.0%
-32.3%
-11.7%
-23.8%
21.0%
-2.1%
16.1%
-8.6%
80.0%
-100.0%
-9.8%
22.8%
18.2%
2.2%
7.9%
6.7%
-4.3%
-50.0%
4.5%
2.4%
33.3%
-3.4%
108.0%
-6.5%
6.6%
28.1%
-100.0%
-10.0%
-25.0%
-50.0%",
,Subtotal,"6,772",2.2%,"1,162",-7.4%,902,0.4%,,,"8,836",0.6%,
"Prepared by OISP, 02 Dec 05",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
