Fall 2001,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education                CPSY
EDAD EDCI EDHL EDIS EDIT EDKI EDTC EHRD EPSY HEED HLTH IDTC INST KINE PHED SPSY TECR",,"206
1116
9
727
125
1
629
256
20","-14.2%
9.1%
350.0%
17.3%
-9.4%
0.0%
3.1%
0.8%
-41.2%","3
129
153
41
48
127
7
40
8
3","0.0%
18.3%
8.5%
2.5%
0.0%
24.5%
-30.0%
5.3%
-33.3%
-50.0%","41
173
110
129
86
14
20
6
49","-21.2%
-12.6%
13.4%
-3.0%
10.3%
100.0%
-9.1%
0.0%
11.4%",,,"44
302
263
206
1116
9
727
41
177
213
21
125
1
629
316
14
52
20","-20.0%
-1.6%
10.5%
-14.2%
9.1%
350.0%
17.3%
2.5%
-2.2%
18.3%
23.5%
-9.4%
0.0%
3.1%
0.6%
-22.2%
4.0%
-41.2%",
,Subtotal,3089,5.7%,559,9.8%,628,-1.4%,,,4276,5.1%,
"Prepared by OISP, 11 Oct 01",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
