Fall 2001,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Engineering             AERL
AERO BIEN BMEL BMEN CECL CECN CEEL CEEN CHEL CHEN CPEN CPSC CPSL CVEL CVEN ELEL ELEN ENGR ENSM ENTC ENTL HLPH IDIL IDIS IHYG INEL INEN ITDE MEEL MEEN NUEL NUEN OCEL OCEN PETE PETL PREN RHEL RHEN SENG",,"219
213
78
130
167
147
162
123
155
279
8
323
243
177
532
225
300
3
1
381
108
3
180
330
3
55
132
9
333
598
34
54
18
47
112
64
101
5
15
5","17.7%
7.0%
-36.1%
16.1%
-18.1%
-9.3%
15.7%
46.4%
-18.0%
-9.7%
-11.1%
3.9%
-17.6%
-16.5%
8.6%
-1.7%
2.4%
-25.0%
-66.7%
12.1%
-6.9%
-25.0%
-10.4%
0.0%
-25.0%
-29.5%
0.0%
-30.8%
-9.5%
-3.9%
-2.9%
8.0%
0.0%
11.9%
0.9%
14.3%
26.2%
-28.6%
50.0%
-54.5%","1
4
7
4
6
6
13
3
6
6
9
6
4
13
13
14
1
28
3
9
7
5
10
2
11
5
2
2
4
2
0
19
1","-83.3%
33.3%
-22.2%
-33.3%
-40.0%
20.0%
62.5%
50.0%
0.0%
-40.0%
0.0%
-25.0%
-42.9%
-7.1%
30.0%
-30.0%
100.0%
-3.4%
-57.1%
200.0%
-30.0%
-50.0%
-9.1%
100.0%
83.3%
25.0%
100.0%
-60.0%
0.0%
100.0%
-100.0%
18.8%
0.0%","31
27
20
13
17
14
32
9
18
27
27
23
38
61
51
31
0
66
19
1
23
33
0
11
23
0
32
51
6
9
3
9
11
14
73
1
2
3","24.0%
-18.2%
-9.1%
8.3%
-15.0%
16.7%
-13.5%
12.5%
-43.8%
-15.6%
12.5%
9.5%
11.8%
1.7%
18.6%
14.8%
-100.0%
6.5%
-5.0%
0.0%
0.0%
-15.4%
-100.0%
-15.4%
-4.2%
-100.0%
-25.6%
-7.3%
20.0%
80.0%
50.0%
28.6%
-26.7%
100.0%
35.2%
100.0%
0.0%
50.0%","6
6
13
17
22
34
23
38
11
38
0
36
31
5
16
28
55
0
32
3
3
11
6
14
5
27
0
4
0
4
5
0
10
3","-33.3%
-33.3%
-23.5%
-15.0%
-15.4%
-2.9%
-8.0%
52.0%
10.0%
-17.4%
-100.0%
-5.3%
-8.8%
0.0%
-5.9%
0.0%
-1.8%
-100.0%
-3.0%
-75.0%
-50.0%
83.3%
50.0%
16.7%
-28.6%
0.0%
-100.0%
100.0%
-100.0%
33.3%
25.0%
-100.0%
11.1%
200.0%","5
0
1
0
3
1
0
1
1
1
3
2
3
8
1
0
0
1
2
0
1
0
0
0
1","400.0%
-100.0%
-50.0%
-100.0%
0.0%
100.0%
-100.0%
100.0%
-66.7%
100.0%
0.0%
-33.3%
50.0%
33.3%
-66.7%
-100.0%
-100.0%
100.0%
100.0%
-100.0%
100.0%
-100.0%
-100.0%
-100.0%
100.0%","3
83
0
3
50
10
27
10
15
2
104
45
208
18
6
172
9
278
1
11
4
4
3
3
13
219
7
5
268
3
34
1
26
158
2
1
3","0.0%
29.7%
-100.0%
50.0%
61.3%
100.0%
68.8%
42.9%
66.7%
100.0%
-11.9%
-25.0%
-1.9%
0.0%
-14.3%
-4.4%
-35.7%
-16.8%
100.0%
-35.3%
100.0%
300.0%
-25.0%
50.0%
-18.8%
20.3%
-12.5%
-28.6%
9.4%
100.0%
0.0%
-50.0%
-3.7%
16.2%
-33.3%
100.0%
0.0%","4
8
1
1
2
8
2
2
4
11
5
3
0
11
4
8
6
2
0
1
7
0
8
4
9
1
3
1
4
1
3
1","-33.3%
-11.1%
-75.0%
100.0%
-33.3%
14.3%
-33.3%
100.0%
-33.3%
10.0%
0.0%
-25.0%
-100.0%
175.0%
-20.0%
-11.1%
-25.0%
100.0%
-100.0%
-83.3%
75.0%
-100.0%
100.0%
-42.9%
-18.2%
-50.0%
50.0%
0.0%
100.0%
100.0%
-40.0%
100.0%","269
341
0
123
215
224
236
245
191
196
465
53
609
325
231
808
332
689
4
2
532
140
8
219
391
3
90
407
18
392
958
47
106
22
91
292
81
207
7
21
12","14.0%
7.2%
-100.0%
-30.9%
18.8%
-16.7%
-0.4%
9.9%
48.1%
-19.7%
-11.8%
-24.3%
1.7%
-15.1%
-14.1%
5.2%
0.0%
-7.0%
-20.0%
-50.0%
7.5%
-13.0%
14.3%
-9.9%
-0.3%
-40.0%
-28.6%
11.5%
-21.7%
-10.7%
-0.7%
6.8%
7.1%
-8.3%
7.1%
8.6%
12.5%
26.2%
0.0%
61.5%
-29.4%",
,Subtotal,6072,-1.8%,226,-7.4%,829,0.6%,506,-5.2%,35,-5.4%,1809,2.1%,125,-9.4%,9602,-1.3%,
"Prepared by OISP, 11 Oct 01",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
