Fall 2001,,Undergraduate,,Masters,,PhD,,Professional,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Other Special          BIOT
Populations             EDTC ENSM INEN MDSC PETE PHLT REEP",,22,,"11
0
1
0
15
0
31
15",,1,,,,"11
0
1
0
16
0
31
37",,
,Subtotal,22,,73,,1,,,,96,,
Total,,36603,1.0%,4617,6.1%,2901,-1.3%,497,-1.8%,44618,1.3%,
"Prepared by OISP, 11 Oct 01",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
