Fall 2008,,White,,Black,,Hispanic,,Asian,,American Indian,,International,,Unknown/Other,,Total,,
,,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,#,% chg,
"Education          CPSY
EDAD EDCI EDHL EDIS EDKI EDSM EDTC EHRD EPSY HEED HLTH HRDL HRDV INST ISNC KINE NUTR PHED SPMT SPSY TCMG TCML TECR USEH",,"17
164
280
352
697
567
252
14
106
129
14
126
96
55
697
74
263
3
2
187
24
15
19
20
3","-10.5%
-9.4%
6.9%
53.0%
-1.1%
-6.1%
-17.1%
-12.5%
27.7%
9.3%
-6.7%
0.8%
100.0%
100.0%
-9.0%
-75.1%
-15.4%
100.0%
-71.4%
-2.1%
14.3%
100.0%
100.0%
400.0%
100.0%","9
40
59
12
25
25
20
30
11
6
4
10
4
13
5
6
6
6
1
0","50.0%
8.1%
40.5%
20.0%
-7.4%
4.2%
0.0%
30.4%
-21.4%
-14.3%
-42.9%
100.0%
100.0%
30.0%
-73.7%
-40.0%
-14.3%
-14.3%
100.0%
-100.0%","6
59
30
62
98
94
29
3
37
29
1
19
17
10
85
9
29
1
16
10
4
4
0","100.0%
1.7%
-31.8%
59.0%
15.3%
11.9%
-21.6%
200.0%
32.1%
7.4%
0.0%
35.7%
100.0%
100.0%
-16.7%
-84.2%
-3.3%
100.0%
14.3%
-9.1%
100.0%
100.0%
-100.0%","2
1
6
19
19
10
2
6
5
3
1
4
1
9
3
6
3
4
1
4","0.0%
-50.0%
-33.3%
137.5%
58.3%
-16.7%
-60.0%
100.0%
400.0%
0.0%
-50.0%
100.0%
100.0%
-10.0%
-78.6%
20.0%
-25.0%
0.0%
100.0%
100.0%","3
2
1
6
3
0
1
1
1
2
1
1
0
0
2","200.0%
-50.0%
-50.0%
200.0%
200.0%
-100.0%
100.0%
0.0%
100.0%
0.0%
100.0%
-50.0%
-100.0%
-100.0%
100.0%","2
7
44
2
1
1
1
8
21
26
4
2
2
3
1
25
0
2","0.0%
40.0%
10.0%
-33.3%
-50.0%
0.0%
100.0%
-11.1%
10.5%
-10.3%
33.3%
100.0%
100.0%
0.0%
-50.0%
-10.7%
-100.0%
100.0%","1
3
1
2
3
0
2
0
2
3
2
3
1","0.0%
50.0%
-50.0%
-33.3%
0.0%
-100.0%
0.0%
-100.0%
100.0%
50.0%
-50.0%
50.0%
100.0%","37
277
422
448
848
703
304
25
203
201
29
154
131
71
811
94
332
3
3
215
46
20
28
20
3","12.1%
-3.1%
4.7%
53.4%
1.4%
-3.6%
-17.6%
-3.8%
28.5%
5.8%
0.0%
2.0%
100.0%
100.0%
-9.4%
-76.2%
-14.2%
100.0%
-57.1%
-1.4%
4.5%
100.0%
100.0%
233.3%
100.0%",
,Subtotal,"4,176",-1.9%,292,7.7%,652,2.5%,109,13.5%,24,14.3%,152,2.7%,23,0.0%,"5,428",-0.5%,
"Prepared by OISP, 11 Nov 08",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
